Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment
CHEMBL564080,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)CN)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)O,Activity,,,,CHEMBL1063465,Membrane permeabilization in eukaryotic membrane model consisting of single unilamellar vesicle of L-alpha-phosphatidylcholine-cholesterol assessed as 5(6)-carboxyfluorescein release at high peptide-to-lipid ratio after 20 mins by fluorescence assay,A,BAO_0000249,cell membrane format,CHEMBL1152983,Scientific Literature,J Med Chem,2009.0,Not Active
CHEMBL1631190,CCOC(=O)c1sc2nc(CCSc3nc4cc([N+](=O)[O-])ccc4[nH]3)[nH]c(=O)c2c1C,Activity,,,,CHEMBL1637610,Antiprotozoal activity against Paramecium caudatum assessed as parasites viability at 1 ug/ml after 15-20 mins by stereomicroscopy,F,BAO_0000019,assay format,CHEMBL1629504,Scientific Literature,Eur J Med Chem,2010.0,Active
CHEMBL1631187,O=c1[nH]c(CCSc2nc3ccccc3n2[N+](=O)[O-])nc2sc3c(c12)CCCC3,Activity,,,,CHEMBL1637610,Antiprotozoal activity against Paramecium caudatum assessed as parasites viability at 1 ug/ml after 15-20 mins by stereomicroscopy,F,BAO_0000019,assay format,CHEMBL1629504,Scientific Literature,Eur J Med Chem,2010.0,Active
CHEMBL2035438,O=C1S/C(=C\c2c3ccccc3nc3ccccc23)C(=O)N1Cc1ccc(Cl)cc1,Activity,,,,CHEMBL2039133,Binding affinity to calf thymus dsDNA in biosensor assessed as oxidation of exposed bases at 10'-4 M by differential pulse voltametry,B,BAO_0000225,nucleic acid format,CHEMBL2034918,Scientific Literature,Bioorg Med Chem,2012.0,Active
CHEMBL2035437,O=C1SC(=Cc2c3ccccc3nc3ccccc23)C(=O)N1Cc1ccc(Br)cc1,Activity,,,,CHEMBL2039134,Binding affinity to calf thymus ssDNA in solution assessed as oxidation of exposed bases at 10'-4 M by differential pulse voltametry,B,BAO_0000225,nucleic acid format,CHEMBL2034918,Scientific Literature,Bioorg Med Chem,2012.0,Active
CHEMBL2041688,CCC(C)COC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@H]3OC(=O)O[C@H]32)cc1F,Activity,,,,CHEMBL2044682,Mutagenic activity in Salmonella typhimurium TA98 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL2041683,CCC(C)COC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,Activity,,,,CHEMBL2044684,Mutagenic activity in Salmonella typhimurium TA100 at 0.312 to 5 mg/plate preincubated for 20 mins before addition in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL2041683,CCC(C)COC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,Activity,,,,CHEMBL2044687,Mutagenic activity in Salmonella typhimurium TA1535 at 0.312 to 5 mg/plate measured after incubation of upside down for 48 hrs in absence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL2041686,C[C@H]1O[C@@H](n2cc(F)c(NC(=O)Oc3ccc(Cl)cc3)nc2=O)[C@H](O)[C@@H]1O,Activity,,,,CHEMBL2045279,Mutagenic activity in Salmonella typhimurium TA100 at 0.312 to 5 mg/plate measured after incubation of upside down for 48 hrs in presence of liver S9 mixture,T,BAO_0000218,organism-based format,CHEMBL2040809,Scientific Literature,Eur J Med Chem,2012.0,Non-toxic
CHEMBL1562235,CC1CCN(CCCNC(=O)c2cc3c(Cl)nc4ccccc4c3s2)CC1,Activity,'=',9.982,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1561655,COc1ccc(C2=Nn3c(nnc3C3CCCCC3)SC2)cc1OC,Activity,'=',8.925,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1572967,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(F)cc1,Activity,'=',1.943,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1719330,COc1cc2ncnc(Nc3ccc(OC(F)(F)F)cc3)c2cc1OC,Activity,'=',3.767,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1478382,Cn1c(Cl)cnc1/C=C/C(=O)c1ccccc1O,Activity,'=',1.386,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1560296,Cc1oc2c(O)c(O)ccc2c(=O)c1-c1cnn(-c2ccccc2)c1,Activity,'=',12.77,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1427637,COc1ccc(Nc2ccc3c(c2)=NC2(CCCCC2)[N+]=3[O-])cc1,Activity,'=',5.603,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1705757,COc1cc(C=C(C#N)C(N)=O)cc(CSc2ccccc2)c1O,Activity,'>',40.0,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,inactive
CHEMBL1449794,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,Activity,'=',1.557,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL35820,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,Activity,'=',2.36,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1539757,O=CO.c1ccc2c(c1)CSc1sccc1C2=C1CCNCC1,Activity,'=',5.89,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1574219,CCCn1c(CC)nc([N+](=O)[O-])c1S(=O)(=O)c1ccccc1,Activity,'=',4.374,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL560919,Cc1c(Cc2ccccc2)c(=O)oc2c(O)c(O)ccc12,Activity,'=',6.578,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1587526,COC(=O)/C=C/c1ccc(OC(=O)OC)c(OC(=O)OC)c1,Activity,'=',12.64,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL3196363,Oc1ccc(/C=N/N2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1O,Activity,'=',2.472,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL169473,COc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,Activity,'>',40.0,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive
CHEMBL1714813,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC,Activity,'=',3.189,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1701462,N#CC(C#N)=Cc1cc(O)c(O)c(I)c1,Activity,'=',8.99,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1501345,N#Cc1ccccc1NC(=O)COc1ccc2c(c1)OCO2,Activity,'>',40.0,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive
CHEMBL1734315,Cc1ccc(O)c(NC(=O)COc2cccc(C)c2C)c1,Activity,'>',40.0,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive
CHEMBL1712300,Cc1[nH]c(=O)c(C(=O)C=Cc2ccc(C(C)C)cc2)c2c1CCCC2,Activity,'=',2.74,um,CHEMBL1738022,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: Ba/F3 Cytotoxicity",T,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1170485,O=C1C=CCC(/C=C/c2ccccc2)O1,Activity,'=',2.046,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1719808,Cc1cccc(OCC(=O)Nc2cccc(C)c2C)c1,Activity,'>',40.0,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive
CHEMBL1683654,COc1cc2ncnc(NC(C)C)c2cc1OC,Activity,'>',40.0,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive
CHEMBL1706670,Cc1cc(C)c(C(=O)/C=C/c2ccccc2F)c(=O)[nH]1,Activity,'=',0.71,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1731027,CC(C)c1cc(C=C(C#N)C(=O)NCCCc2ccccc2)cc(C(C)C)c1O,Activity,'=',0.54,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL522504,COc1ccc(Nc2nc(N3CCN(C)CC3)nc3ccccc23)c(OC)c1,Activity,,,,CHEMBL1024889,Antiviral activity against Vaccinia virus WR in BSC1 cells assessed as retention of antiviral potency by measuring exogenous double stranded DNA trapping,F,BAO_0000218,organism-based format,CHEMBL1140145,Scientific Literature,J Med Chem,2008.0,Not Active
CHEMBL152,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,Activity,,,,CHEMBL1024889,Antiviral activity against Vaccinia virus WR in BSC1 cells assessed as retention of antiviral potency by measuring exogenous double stranded DNA trapping,F,BAO_0000218,organism-based format,CHEMBL1140145,Scientific Literature,J Med Chem,2008.0,Active
CHEMBL4064322,Clc1ccc(/C=N/c2nc3ccccc3s2)cc1,Activity,,,,CHEMBL4045522,Genotoxicity in Schizosaccharomyces pombe assessed as induction of DNA damage by measuring appearance of DNA smear DNA band at 2 to 10 ug/ml by agarose gel electrophoresis,A,BAO_0000019,assay format,CHEMBL4043157,Scientific Literature,Bioorg Med Chem,2017.0,Toxic
CHEMBL4088344,CCCCCCCCCCCCCCOP(=O)(CCN(CCCN)CCCN)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,Activity,,,,CHEMBL4039966,Binding affinity to DOPG large unilamellar vesicle assessed as carboxyfluorescein leakage at 10 mg/L after 20 secs by fluorescence-based assay relative to control,B,BAO_0000019,assay format,CHEMBL4038308,Scientific Literature,J Med Chem,2017.0,Active
CHEMBL4077475,CCCCCCCCCCCCCCOP(=O)(CCN(CCCNC(=N)N)CCCNC(=N)N)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,Activity,,,,CHEMBL4039966,Binding affinity to DOPG large unilamellar vesicle assessed as carboxyfluorescein leakage at 10 mg/L after 20 secs by fluorescence-based assay relative to control,B,BAO_0000019,assay format,CHEMBL4038308,Scientific Literature,J Med Chem,2017.0,Active
CHEMBL2262617,CC(=O)NC1=NN(C(C)=O)C(c2cc3ccc(Cl)cc3nc2Cl)S1,Activity,,,,CHEMBL3055362,Mutagenicity in Salmonella enterica subsp. enterica serovar Typhimurium,T,BAO_0000218,organism-based format,CHEMBL3045514,Scientific Literature,Med Chem Res,2012.0,Non-toxic
CHEMBL2262616,COc1cc2cc(C3SC(NC(C)=O)=NN3C(C)=O)c(Cl)nc2cc1OC,Activity,,,,CHEMBL3055362,Mutagenicity in Salmonella enterica subsp. enterica serovar Typhimurium,T,BAO_0000218,organism-based format,CHEMBL3045514,Scientific Literature,Med Chem Res,2012.0,Non-toxic
CHEMBL2262621,CC(=O)NC1=NN(C(C)=O)C(c2cc3ccc(C)cc3nc2Cl)S1,Activity,,,,CHEMBL3055362,Mutagenicity in Salmonella enterica subsp. enterica serovar Typhimurium,T,BAO_0000218,organism-based format,CHEMBL3045514,Scientific Literature,Med Chem Res,2012.0,Non-toxic
CHEMBL2262620,COc1ccc2nc(Cl)c(C3SC(NC(C)=O)=NN3C(C)=O)cc2c1,Activity,,,,CHEMBL3055362,Mutagenicity in Salmonella enterica subsp. enterica serovar Typhimurium,T,BAO_0000218,organism-based format,CHEMBL3045514,Scientific Literature,Med Chem Res,2012.0,Non-toxic
CHEMBL3325814,CCCC(=O)c1cnn(-c2cnc(N)s2)c1C,Activity,,,,CHEMBL3361792,Mutagenicity in Salmonella typhimurium by Ames II test in absence of liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3352233,Scientific Literature,J Med Chem,2014.0,Non-toxic
CHEMBL1559437,O=S(=O)(c1cccs1)N1CCN(c2ccc(O)cc2)CC1,Activity,'=',20.93,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1427185,O=C1C=CC(=O)N1CCNc1ncc(C(F)(F)F)cc1Cl,Activity,'=',0.6988,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL3338194,CS(=O)(=O)c1ccc(-n2cc(Cl)c(OC3CCN(c4ncc(Cl)cn4)CC3)cc2=O)c(F)c1,Activity,,,,CHEMBL3382461,Genotoxicity in Salmonella typhimurium,T,BAO_0000218,organism-based format,CHEMBL3352258,Scientific Literature,J Med Chem,2014.0,Non-toxic
CHEMBL1424118,Nc1nc(CCl)nc(Nc2ccc3ccccc3c2)n1,Activity,'=',0.9575,um,CHEMBL1738019,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (HEL cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1714813,COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OC,Activity,'=',3.176,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,Active
CHEMBL1683655,COc1cc2ncnc(NC3CCCCC3)c2cc1OC,Activity,'>',40.0,um,CHEMBL1738020,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: JAK2V617F Inhibition",U,BAO_0000019,assay format,CHEMBL1201862,PubChem BioAssays,,,inactive
