StdInChIKey,Smiles,LogS,T,Source,REF1,REF2,REF3,REF4,REF5
PLAZTCDQAHEYBI-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)cccc1,-2.31988,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PNVJTZOFSHSLTO-UHFFFAOYSA-N,S=P(OC)(OC)Oc1cc(C)c(SC)cc1,-4.57,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
POAOYUHQDCAZBD-UHFFFAOYSA-N,O(CCO)CCCC,-0.42,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
POULHZVOKOAJMA-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCC,-4.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
POZRVZJJTULAOH-UHFFFAOYSA-N,OC1(C#C)C2(C)C(C3C(C4(C)C(=Cc5oncc5C4)CC3)CC2)CC1,-5.508497,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1c2c3c(cc4c5c(ccc4c3CC2)cccc5)cc1,-7.939529,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,O=C(CO)[C@@H]1[C@]2(C=O)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,-3.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PRLMFHYBTOQSLN-UHFFFAOYSA-N,S(C)c1nc(N(C)C)nc(N(C)C)n1,-2.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PTFJIKYUEPWBMS-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,-6.12,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PUFQVTATUTYEAL-UHFFFAOYSA-N,O=C(NCCN(CC)CC)c1c2c(nc(OCCCC)c1)cccc2,-3.79357,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,O=C(N(C)C)Nc1ccc(C(C)C)cc1,-3.52058,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PUJDIJCNWFYVJX-UHFFFAOYSA-N,O=C(OCc1ccccc1)N,-0.35,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PUXBGTOOZJQSKH-UHFFFAOYSA-N,Clc1cc2c([nH]c3c2ccc(C(C(=O)O)C)c3)cc1,-4.6983,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PWATWSYOIIXYMA-UHFFFAOYSA-N,C(CCc1ccccc1)CC,-4.64,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PWNAWOCHVWERAR-UHFFFAOYSA-N,Clc1c(CN(CC)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(F)ccc1,-6.779999,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PXWLVJLKJGVOKE-UHFFFAOYSA-N,O=c1n(n(C)c(C)c1C(C)C)c1ccccc1,-1.908,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PXWUKZGIHQRDHL-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NCC)n1,-2.08,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PYGXAGIECVVIOZ-UHFFFAOYSA-N,O=C(OCCCC)CCCCCCCCC(=O)OCCCC,-3.72126,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
QANMHLXAZMSUEX-UHFFFAOYSA-N,N(Cc1occc1)c1ncnc2[nH]cnc12,-3.946,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QAYICIQNSGETAS-UHFFFAOYSA-N,S=C1N(C)CN(C)CS1,-2.13,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QBSJMKIUCUGGNG-UHFFFAOYSA-N,O=C(Oc1c(C(C)C)cccc1)NC,-2.86,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2C=C[C@@H]1C2)Cl,-6.56228,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
QCDWFXQBSFUVSP-UHFFFAOYSA-N,O(CCO)c1ccccc1,-0.70497,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
QCKHVNQHBOGZER-UHFFFAOYSA-N,Brc1c(Br)cc(Br)c(Br)c1,-6.98,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QCRFMSUKWRQZEM-UHFFFAOYSA-N,OC1CCCCCC1,-0.88,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QFMDFTQOJHFVNR-UHFFFAOYSA-N,ClC(Cl)C(c1ccc(CC)cc1)c1ccc(CC)cc1,-7.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QGBSISYHAICWAH-UHFFFAOYSA-N,N#CN=C(N)N,-0.31,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QHTQREMOGMZHJV-UHFFFAOYSA-N,Clc1ccc(CSC(=O)N(CC)CC)cc1,-3.934,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QHXDTLYEHWXDSO-UHFFFAOYSA-N,Clc1nc(N(CC)CC)nc(N(CC)CC)n1,-4.41,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QIBWCUCLHZVYNL-UHFFFAOYSA-N,O=c1n(C)c2c(n(CC)c3ncccc13)cccc2,-3.32,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,-0.17,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QIQXTHQIDYTFRH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC,-5.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QKLSCPPJEVXONT-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)nc(OC)c1)c1ccc(N)cc1,-2.54,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,O=C(O)C(N)C,0.271842,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
QNIUOGIMJWORNZ-UHFFFAOYSA-N,O=C(OCCN(CC)CC)c1ccc(OCCCC)cc1,-3.84,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QPPBRPIAZZHUNT-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)ccn1)c1ccc(N)cc1,-2.8209,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
QQBKLRXLVRDKEB-UHFFFAOYSA-N,O=C1N(CO)C(=O)NC1(c1ccccc1)c1ccccc1,-4.469,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QQODLKZGRKWIFG-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)c(F)cc1)Cl,-7.339998,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QRXWMOHMRWLFEY-UHFFFAOYSA-N,O=C(NN)c1ccncc1,0.01,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QSNYNWOQOIJCFV-UHFFFAOYSA-N,Fc1c(N2CC(NC)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-5.312,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QTBSBXVTEAMEQO-UHFFFAOYSA-N,O=C(O)C,1.22,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QTSBFJRVBUIZJC-UHFFFAOYSA-N,Ic1cc(Nc2ncnc3c2cc2OC(COC)COc2c3)ccc1,-3.523,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QUBSMEXIPLOOMC-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2SCCC(O)c2c1,-2.594,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QUEKGYQTRJVEQC-UHFFFAOYSA-N,Clc1c(C(=O)O)cc([N+](=O)[O-])cc1,-1.74811,NA,ONSchallenge,http://www.chemspider.com/Chemical-Structure.16359.html,,,,
QUIKDFWIKDMXIO-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C(=O)N)CCC1,-1.045,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QUWAJPZDCZDTJS-UHFFFAOYSA-N,S(=O)(=O)(c1c(O)cccc1)c1c(O)cccc1,-3.319,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QVHJQCGUWFKTSE-YFKPBYRVSA-N,O=C(OC(C)(C)C)N[C@H](C(=O)O)C,-0.74473,NA,ONSchallenge,http://onschallenge.wikispaces.com/Exp194,,,,
QWCJHSGMANYXCW-UHFFFAOYSA-N,S(=O)(=O)(Nc1n(c2ccccc2)ncc1)c1ccc(N)cc1,-2.32,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QWCKQJZIFLGMSD-UHFFFAOYSA-N,O=C(O)C(N)CC,0.31,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QWUWMCYKGHVNAV-UHFFFAOYSA-N,C(Cc1ccccc1)c1ccccc1,-4.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Oc1c(C)cccc1,-0.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QXBUYALKJGBACG-UHFFFAOYSA-N,CN1c2c(Sc3c1cccc3)cccc2,-5.593,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QXJKBPAVAHBARF-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)C3(C)C(C)(C2=O)C3)c1,-4.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
QXKHYNVANLEOEG-UHFFFAOYSA-N,O(C)c1c2occc2cc2c1oc(=O)cc2,-3.58438,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
QYPNKSZPJQQLRK-UHFFFAOYSA-N,O=C(N(NC(=O)c1ccc(CC)cc1)C(C)(C)C)c1cc(C)cc(C)c1,-5.628,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RDJGWRFTDZZXSM-UHFFFAOYSA-N,O(Cc1ccccc1)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,-2.222,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RDLPVSKMFDYCOR-UEKVPHQBSA-N,O=C(N[C@@H]1C(=O)N2C(=C(C)CS[C@H]12)C(=O)O)[C@H](N)C1=CCC=CC1,-1.232,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
RDXLYGJSWZYTFJ-UHFFFAOYSA-N,O=[N+]([O-])c1sc(N2C(=O)NCC2)nc1,-3.22,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
REIUXOLGHVXAEO-UHFFFAOYSA-N,OCCCCCCCCCCCCCCC,-6.349999,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
REKQLYUAUXYJSZ-UHFFFAOYSA-N,O=C(NN)c1ccc(OC)cc1,-1.151,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RFDAIACWWDREDC-UHFFFAOYSA-N,O=C(O)CNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4,-5.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RFMMMVDNIPUKGG-UHFFFAOYSA-N,O=C(O)C(NC(=O)C)CCC(=O)O,-0.711,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RGCVKNLCSQQDEP-UHFFFAOYSA-N,Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,-4.24034,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
RGXWDWUGBIJHDO-UHFFFAOYSA-N,O=C(OCC)CCCCCCCCC,-4.1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RHIROFAGUQOFLU-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2c(c1Cl)oc1c(Cl)c(Cl)c(Cl)c(Cl)c21,-11.522879,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RIGBPMDIGYBTBJ-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C)cc1,-4.21,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RIZMRRKBZQXFOY-UHFFFAOYSA-N,S=P(SCSP(=S)(OCC)OCC)(OCC)OCC,-5.54,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RJKGJBPXVHTNJL-UHFFFAOYSA-N,O=[N+]([O-])c1c2c(ccc1)cccc2,-3.58886,NA,ONSchallenge,http://www.springerlink.com/content/yg24334001765rj3/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
RJMIEHBSYVWVIN-UHFFFAOYSA-N,O=C(O)C(C)c1ccc(N2C(=O)c3c(cccc3)C2)cc1,-4.308,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Clc1c(NC(=O)c2c(O)ccc(Cl)c2)ccc([N+](=O)[O-])c1,-4.7,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RJNJWHFSKNJCTB-UHFFFAOYSA-N,O=C(NCc1ccccc1)N,-0.95,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RJTJVVYSTUQWNI-UHFFFAOYSA-N,C(C)c1cc2c(cc1)cccc2,-4.29,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RJUFJBKOKNCXHH-UHFFFAOYSA-N,O=C(OC)CC,-0.14,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
RKUNBYITZUJHSG-LGGPCSOHSA-N,O=C(OC1CC2N(C)C(C1)CC2)[C@H](CO)c1ccccc1,-1.724,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
RKWGIWYCVPQPMF-UHFFFAOYSA-N,Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,-3.12561,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
RLBIQVVOMOPOHC-UHFFFAOYSA-N,S=P(OC)(OC)Oc1ccc([N+](=O)[O-])cc1,-3.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RLFWWDJHLFCNIJ-UHFFFAOYSA-N,O=c1n(n(C)c(C)c1N)c1ccccc1,-0.62,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RLLPVAHGXHCWKJ-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OCc1cc(Oc2ccccc2)ccc1)Cl,-6.29,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
RLPGDEORIPLBNF-UHFFFAOYSA-N,C(C(C)C)(C(C)C)C,-4.8,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Oc1cc(C)ccc1,-0.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RMBFBMJGBANMMK-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc([N+](=O)[O-])c1,-2.82,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RMOUBSOVHSONPZ-UHFFFAOYSA-N,O=COC(C)C,-0.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RNFNDJAIBTYOQL-UHFFFAOYSA-N,ClC(Cl)(Cl)C(O)O,0.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RNVCVTLRINQCPJ-UHFFFAOYSA-N,Nc1c(C)cccc1,-0.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RNWGZXAHUPFXLL-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=O)OCc2cc1,-2.651,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RPUMZMSNLZHIGZ-UHFFFAOYSA-N,Clc1c(Cl)c(c2c(Cl)cc(Cl)c(Cl)c2)ccc1Cl,-8.320027,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RQVYBGPQFYCBGX-UHFFFAOYSA-N,S(C)c1nc(NC(C)C)nc(NCC)n1,-3.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RQZAXGRLVPAYTJ-UHFFFAOYSA-N,O=C(OC1(C(=O)C)C2(C)C(C3C=C(C)C4=CC(=O)CCC4(C)C3CC2)CC1)C,-5.35,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RRNIZKPFKNDSRS-UHFFFAOYSA-N,S(=O)(=O)(NCCSP(=S)(OC(C)C)OC(C)C)c1ccccc1,-4.2,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RSDMFNVRFBIYRK-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1CCC1,-1.609,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,-1.59,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RTZKZFJDLAIYFH-UHFFFAOYSA-N,O(CC)CC,-0.09,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
RTZZCYNQPHTPPL-UHFFFAOYSA-N,O=[N+]([O-])c1cc(O)ccc1,-1.01,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RVCTZJVBWNFYRU-UHFFFAOYSA-N,Brc1c([N+](=O)[O-])cc(C(=O)O)cc1,-2.966,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RWLALWYNXFYRGW-UHFFFAOYSA-N,OC(C(CO)CC)CCC,-0.54,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.914971,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
RWRDLPDLKQPQOW-UHFFFAOYSA-N,N1CCCC1,1.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RXKNNAKAVAHBNK-UHFFFAOYSA-N,O=[N+]([O-])c1cc[n+]([O-])cc1,-0.68825,NA,ONSchallenge,http://dx.doi.org/10.1039/c0nj00893a,,,,
RXQCEGOUSFBKPI-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N)c(OCCC)cc1,-3.159,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RZFZBHKDGHISSH-UHFFFAOYSA-N,Clc1c(c(Cl)cc(Cl)c1)c1ccc(Cl)cc1,-6.940002,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RZILCCPWPBTYDO-UHFFFAOYSA-N,FC(F)(F)c1cc(NC(=O)N(C)C)ccc1,-3.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RZTAMFZIAATZDJ-UHFFFAOYSA-N,Clc1c(Cl)cccc1C1C(=C(C)NC(=C1C(=O)OC)C)C(=O)OCC,-5.682,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1c2c(C(=O)c3c1cccc3)cccc2,-5.19,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
SAOKZLXYCUGLFA-UHFFFAOYSA-N,O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,-5.064,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SBPBAQFWLVIOKP-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1,-5.513696,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
SBYAVOHNDJTVPA-UHFFFAOYSA-N,O=C(NCC(C)C)N1C(=O)NCC1,-2.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SBZXBUIDTXKZTM-UHFFFAOYSA-N,O(CCOC)CCOC,0.88,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SDDBCEWUYXVGCQ-UHFFFAOYSA-N,Cc1c2c(c(C)ccc2)ccc1,-4.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SDKQRNRRDYRQKY-UHFFFAOYSA-N,O=C(Oc1c(C2OCCO2)cccc1)NC,-1.57,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SDOJHDGZFOGOFD-UHFFFAOYSA-N,Cc1c(C)c2c(c3c1c1c(cc3)cccc1)cccc2,-7.009999,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SECXISVLQFMRJM-UHFFFAOYSA-N,O=C1N(C)CCC1,1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SGEJQUSYQTVSIU-UHFFFAOYSA-N,S(C(=O)N(CCCC)CC)CCC,-3.37896,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
SGMHGVVTMOGJMX-UHFFFAOYSA-N,SCC(=O)Nc1cc2c(cc1)cccc2,-3.337,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SGUAFYQXFOLMHL-UHFFFAOYSA-N,O=C(N)c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1,-1.3,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SJNIEBAPMPLYAB-UHFFFAOYSA-N,Clc1c(=O)oc2c(c1C)cc(OP(=S)(OCC)OCC)cc2,-5.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SJRJJKPEHAURKC-UHFFFAOYSA-N,CN1CCOCC1,1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SKGXYFVQZVPEFP-UHFFFAOYSA-N,Clc1c(Cl)c2Oc3c(Oc2cc1Cl)cc(Cl)cc3,-8.890084,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SKIVFJLNDNKQPD-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,-1.35405,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
SKKTUOZKZKCGTB-UHFFFAOYSA-N,O=C(OCCCC)N,-0.66,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SLAMLWHELXOEJZ-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)cccc1,-1.474,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SLGBZMMZGDRARJ-UHFFFAOYSA-N,c12c(c3c(c4c1cccc4)cccc3)cccc2,-6.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
SLXKOJJOQWFEFD-UHFFFAOYSA-N,O=C(O)CCCCCN,-0.97469,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
SLZWBCGZQRRUNG-UHFFFAOYSA-N,O=C(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC,-4.24,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SMDHCQAYESWHAE-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,-5.53,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SMQUZDBALVYZAC-UHFFFAOYSA-N,O=Cc1c(O)cccc1,-0.86,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SNHRLVCMMWUAJD-SUYDQAKGSA-N,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,-4.9073,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SNHRLVCMMWUAJD-UHFFFAOYSA-N,FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(OC(=O)CCCC)(C(=O)CO)C(C)C1)CC2O,-4.71,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SNICXCGAKADSCV-UHFFFAOYSA-N,CN1C(c2cnccc2)CCC1,0.79,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],-2.22,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SNWQKAWITMVCQW-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)C)c1ccc(NC(=O)c2c(C(=O)O)cccc2)cc1,-2.517,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SONNWYBIRXJNDC-VIFPVBQESA-N,O[C@@H](CNC)c1cc(O)ccc1,0.58,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
SPANOECCGNXGNR-UHFFFAOYSA-N,ClC(=CCl)CSC(=O)N(C(C)C)C(C)C,-4.06988,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
SPFYMRJSYKOXGV-UHFFFAOYSA-N,Fc1c(N2CCN(CC)CC2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,-3.1811,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
