Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Species/Origin of Plasma or Serum,Concentration of Tested Compound,Duration of Incubation,Analytical Detection Method,Equilibrium Dialysis for Protein Binding Assessment,Plasma_Protein_Binding
CHEMBL4226413,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(C(F)F)ccc3F)c3c(c2[nH]1)CC(C)(C)O3,PPB,'=',98.42,%,CHEMBL4221869,Protein binding in guinea pig plasma at 10 uM after 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4219124,Scientific Literature,Bioorg Med Chem Lett,2018.0,Guinea Pig,10 uM,5 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4293578,CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(C#N)c2)CC12CC2,PPB,'=',87.4,%,CHEMBL4258475,Protein binding in human plasma at 10 uM after 4 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4257478,Scientific Literature,Medchemcomm,2018.0,Human Plasma,10 uM,4 hrs,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4293578,CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(C#N)c2)CC12CC2,PPB,'=',85.8,%,CHEMBL4258476,Protein binding in rat plasma at 10 uM after 4 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4257478,Scientific Literature,Medchemcomm,2018.0,Rat Plasma,10 uM,4 hrs,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,PPB,'=',34.0,%,CHEMBL4187530,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4184210,Scientific Literature,Bioorg Med Chem Lett,2018.0,Human,,,,,True
CHEMBL3633320,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,PPB,'=',82.1,%,CHEMBL4179611,Protein binding in human plasma at 5 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4177599,Scientific Literature,Bioorg Med Chem,2017.0,Human,5 uM,4 hrs,LC-MS/MS,,True
CHEMBL4633246,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,PPB,'=',88.2,%,CHEMBL4605431,Protein binding in rat plasma by LC-MS analysis based ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4602703,Scientific Literature,J Med Chem,2020.0,Rat Plasma,,,LC-MS,Ultracentrifugation,True
CHEMBL3291212,CC(C)(C)[C@@](C)(O)[C@H]1C[C@@]23CC[C@]1(OCC[18F])[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,PPB,'=',11.0,%,CHEMBL3293125,"Binding affinity to Sprague-Dawley rat serum protein at 40 to 80 MBq, iv after 40 mins",A,BAO_0000218,organism-based format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0,Sprague-Dawley Rat Serum,40 to 80 MBq,40 mins,,,False
CHEMBL30054,O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,PPB,'=',14.0,%,CHEMBL619353,Compound was tested for percent protein binding (PB) in human,A,BAO_0000019,assay format,CHEMBL1136692,Scientific Literature,Bioorg Med Chem Lett,2003.0,Human Plasma,,,,,True
CHEMBL3291211,CC(C)(O)[C@H]1C[C@@]23CC[C@@]1(OCC[18F])[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,PPB,'=',68.0,%,CHEMBL3293122,Binding affinity to Sprague-Dawley rat serum protein fractions at 8 to 10 MBq after 5 mins,A,BAO_0000366,cell-free format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0,Sprague-Dawley Rat Serum,8 to 10 MBq,5 mins,,,False
CHEMBL3291212,CC(C)(C)[C@@](C)(O)[C@H]1C[C@@]23CC[C@]1(OCC[18F])[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,PPB,'=',96.0,%,CHEMBL3293122,Binding affinity to Sprague-Dawley rat serum protein fractions at 8 to 10 MBq after 5 mins,A,BAO_0000366,cell-free format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0,Sprague-Dawley Rat Serum,8 to 10 MBq,5 mins,,,False
CHEMBL3291213,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@]2(OCC[18F])C=C[C@@]3(C[C@@H]2[C@@](C)(O)CCc2ccccc2)[C@H]1C5,PPB,'=',94.0,%,CHEMBL3293122,Binding affinity to Sprague-Dawley rat serum protein fractions at 8 to 10 MBq after 5 mins,A,BAO_0000366,cell-free format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0,Sprague-Dawley Rat Serum,8 to 10 MBq,5 mins,,,False
CHEMBL456503,CCOC(=O)CC(NC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21)C(=O)OCC,PPB,'=',45.0,%,CHEMBL1021228,Protein binding in plasma in pH 7.4 at 20 ug/ml by spectrophotometry,A,BAO_0000366,cell-free format,CHEMBL1154430,Scientific Literature,Eur J Med Chem,2008.0,,20 ug/ml,,Spectrophotometry,,True
CHEMBL61017,COc1ccc(-c2ccc(S(=O)(=O)NC(C(=O)O)C3CCCC4(C3)OCCO4)cc2)cc1,PPB,'=',98.9,%,CHEMBL768724,Percentage binding to plasma protein.,A,BAO_0000366,cell-free format,CHEMBL1133883,Scientific Literature,Bioorg Med Chem Lett,2001.0,,,,,,False
CHEMBL456910,CCOC(=O)C(C)NC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21,PPB,'=',18.9,%,CHEMBL1021228,Protein binding in plasma in pH 7.4 at 20 ug/ml by spectrophotometry,A,BAO_0000366,cell-free format,CHEMBL1154430,Scientific Literature,Eur J Med Chem,2008.0,,20 ug/ml,,Spectrophotometry,,True
CHEMBL3318548,O=C(c1ccc(-c2cccc(Cl)c2)cc1)N1CCN(c2ncccn2)CC1,PPB,'=',99.2,%,CHEMBL3370233,Protein binding in plasma (unknown origin) by equilibrium dialysis assay,A,BAO_0000366,cell-free format,CHEMBL3352673,Scientific Literature,Bioorg Med Chem Lett,2014.0,,,,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,PPB,'=',78.0,%,CHEMBL4325785,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4321884,Scientific Literature,J Med Chem,2020.0,,,,,,True
CHEMBL101,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,PPB,'=',97.8,%,CHEMBL4325785,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4321884,Scientific Literature,J Med Chem,2020.0,,,,,,True
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,PPB,'=',87.0,%,CHEMBL4325785,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4321884,Scientific Literature,J Med Chem,2020.0,,,,,,True
CHEMBL4457739,C[C@@](CCN1Cc2cc(C#CC#CC3CN(CCF)C3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,PPB,'=',93.5,%,CHEMBL4325037,Protein binding in mouse plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0,Mouse,1 uM,,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4442678,COc1cc2[nH]c(=O)c([C@H](C)Nc3ncc(C#N)c(OC)n3)cc2cc1Cl,PPB,'=',98.56,%,CHEMBL4360274,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4359816,Scientific Literature,J Med Chem,2019.0,Human,,,,,True
CHEMBL4442678,COc1cc2[nH]c(=O)c([C@H](C)Nc3ncc(C#N)c(OC)n3)cc2cc1Cl,PPB,'=',97.72,%,CHEMBL4360277,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4359816,Scientific Literature,J Med Chem,2019.0,Dog,,,,,True
CHEMBL4205724,COc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,PPB,'=',99.5,%,CHEMBL4200986,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4196174,Scientific Literature,J Med Chem,2018.0,Human,,,,,True
CHEMBL4229058,CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)O)c(F)c1)C2,PPB,'=',99.8,%,CHEMBL4223534,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4219215,Scientific Literature,Bioorg Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL4214282,CC[Si](CC)(CC)c1ccc(N2[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)CC[C@H]2c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)cc2)cc1,PPB,'=',99.98,%,CHEMBL4196942,Protein binding in rat plasma at 10 uM after 6 hrs by UPLC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196017,Scientific Literature,Eur J Med Chem,2018.0,Rat Plasma,10 uM,6 hrs,UPLC-MS/MS,Equilibrium Dialysis,True
CHEMBL3954214,O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CC[C@H](O)C2)c(-c2cncnc2)c1,PPB,'=',96.0,%,CHEMBL4200766,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4196169,Scientific Literature,J Med Chem,2018.0,Mouse,,,,,True
CHEMBL2018302,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,PPB,'=',66.05,%,CHEMBL4615731,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4613285,Scientific Literature,ACS Med Chem Lett,2020.0,Mouse,,,,,True
CHEMBL4214282,CC[Si](CC)(CC)c1ccc(N2[C@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)CC[C@H]2c2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)cc2)cc1,PPB,'=',99.99,%,CHEMBL4196944,Protein binding in mouse plasma at 10 uM after 6 hrs by UPLC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196017,Scientific Literature,Eur J Med Chem,2018.0,Mouse Plasma,10 uM,6 hrs,UPLC-MS/MS,Equilibrium Dialysis,True
CHEMBL3127326,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,PPB,'=',100.0,%,CHEMBL4196944,Protein binding in mouse plasma at 10 uM after 6 hrs by UPLC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4196017,Scientific Literature,Eur J Med Chem,2018.0,Mouse Plasma,10 uM,6 hrs,UPLC-MS/MS,Equilibrium Dialysis,True
CHEMBL4475324,Cc1cc(C(=O)[O-])c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1.[Na+],PPB,'=',98.9,%,CHEMBL4387449,Protein binding in rat plasma at 20 uM after 5 hrs by LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4385646,Scientific Literature,Bioorg Med Chem Lett,2019.0,Rat Plasma,20 uM,5 hrs,LC/MS/MS,,True
CHEMBL4644553,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CC(F)(F)C[C@@H]2C)c(Cl)c1Cl)C(F)(F)F,PPB,'=',95.6,%,CHEMBL4620727,Protein binding in human plasma assessed as bound fraction,A,BAO_0000366,cell-free format,CHEMBL4619752,Scientific Literature,Bioorg Med Chem Lett,2020.0,Human,,,,,True
CHEMBL4647147,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)(F)C2)c(Cl)c1Cl)C(F)(F)F,PPB,'=',94.7,%,CHEMBL4620728,Protein binding in mouse plasma assessed as bound fraction,A,BAO_0000366,cell-free format,CHEMBL4619752,Scientific Literature,Bioorg Med Chem Lett,2020.0,Mouse,,,,,True
CHEMBL4470860,Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(N)c3F)cc2n1-c1ccnc2c(F)ccc(F)c12,PPB,'=',92.0,%,CHEMBL4619059,Protein binding in Beagle dog plasma at 1 mg/kg administered as iv infusion for 30 mins and measured after 24 hrs by ESI-LC/MS/MS analysis,A,BAO_0000218,organism-based format,CHEMBL4616704,Scientific Literature,ACS Med Chem Lett,2020.0,Beagle Dog Plasma,1 mg/kg,after 24 hrs,ESI-LC/MS/MS,,True
CHEMBL54259,CCc1cnc(NCc2ccc3c(n2)NCCC3)c(=O)n1CC(=O)N[C@@H](CC(=O)O)c1cccc(F)c1,PPB,'=',97.2,%,CHEMBL619354,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL1136398,Scientific Literature,Bioorg Med Chem Lett,2003.0,Human,,,,,True
CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,PPB,'=',10.0,%,CHEMBL1661509,Protein binding in serum,A,BAO_0000366,cell-free format,CHEMBL1649135,Scientific Literature,Antimicrob Agents Chemother,2009.0,,,,,,True
CHEMBL4173075,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,PPB,'=',75.0,%,CHEMBL4158413,Protein binding in dog plasma at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4152377,Scientific Literature,J Med Chem,2018.0,Dog Plasma,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4229119,Cc1ccc(-c2cc(C(=O)N[C@H](C)c3ccc(C(F)(F)F)nc3)cc(-c3ncccc3F)c2)nc1,PPB,'=',98.6,%,CHEMBL4222592,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4219153,Scientific Literature,Bioorg Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL4227558,C[C@@H](NC(=O)c1cc(-c2ccc(Cl)cc2)cc(C(C)(C)O)c1)c1ccc(C(F)(F)F)[n+]([O-])c1,PPB,'=',97.4,%,CHEMBL4222592,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4219153,Scientific Literature,Bioorg Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL3604137,O=C(Nc1ccc(F)cn1)c1cc[nH]n1,PPB,'=',92.9,%,CHEMBL3606443,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL3603736,Scientific Literature,Bioorg Med Chem Lett,2015.0,,,,,,True
CHEMBL104028,O=C(NCc1ccc(C(F)(F)F)cc1)Nc1cccc2cnccc12,PPB,'=',97.1,%,CHEMBL834988,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL1142650,Scientific Literature,J Med Chem,2005.0,Rat,,,,,True
CHEMBL4203082,CC(=O)N1CCc2c(c(-c3cccc4cc(-c5cnn(C)c5)ncc34)nn2C2CCOCC2)C1,PPB,'=',85.0,%,CHEMBL4186393,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4184171,Scientific Literature,Bioorg Med Chem Lett,2018.0,Mouse,,,,,True
CHEMBL4105066,Cc1ncc(C(=O)Nc2ccc(-c3cccc(S(=O)(=O)C4CC4)c3)cn2)cn1,PPB,'=',97.8,%,CHEMBL4188630,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4184281,Scientific Literature,Bioorg Med Chem Lett,2018.0,,,,,,True
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,PPB,'=',91.7,%,CHEMBL4193902,Protein binding in Swiss Webster mouse plasma at 2 uM after 8 hrs by microdialysis based liquid chromatography/tandem mass spectrometric analysis,A,BAO_0000366,cell-free format,CHEMBL4190338,Scientific Literature,ACS Med Chem Lett,2017.0,Swiss Webster Mouse Plasma,2 uM,8 hrs,Liquid Chromatography/Tandem Mass Spectrometric,,True
CHEMBL186223,O=C(Nc1cc[nH]n1)c1ccc([N+](=O)[O-])o1,PPB,'=',48.7,%,CHEMBL839457,The protein binding is expressed as percent bound as determined by VolSurf,A,BAO_0000019,assay format,CHEMBL1138787,Scientific Literature,J Med Chem,2004.0,,,,VolSurf,,False
CHEMBL4636208,CC(C)[C@@H](NC(=O)c1cc(C(F)(F)F)ccc1F)C(=O)N1CCC2(CC1)C(=O)N(C)C(=O)N2c1ccc2[nH]ncc2c1,PPB,'=',72.7,%,CHEMBL4613088,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4610127,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL3604068,CCO[C@@H](CC(=O)O)c1ccc(O[C@@H]2COc3c2cccc3C(F)(F)F)nc1,PPB,'=',97.5,%,CHEMBL3607678,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL3603738,Scientific Literature,Bioorg Med Chem,2015.0,Human,,,,,True
CHEMBL4639983,CSc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)[C@H]2CC[C@H](N3CC(OC4CC4)C3)CC2)c2ncccc12,PPB,'=',97.0,%,CHEMBL4618950,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4616701,Scientific Literature,ACS Med Chem Lett,2020.0,Human,,,,,True
CHEMBL1309,O=C1Nc2c(O)cc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,PPB,'=',96.2,%,CHEMBL3532722,Seminal plasma protein binding in human treated with 100 mg of efavirenz administered every 4 hrs by ultrafiltration method,A,BAO_0000366,cell-free format,CHEMBL3525980,Scientific Literature,Drug Metab Dispos,2013.0,Human Seminal Plasma,100 mg,,Ultrafiltration,,True
CHEMBL3526537,O=C1Nc2cc(O)c(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,PPB,'=',38.09,%,CHEMBL3532722,Seminal plasma protein binding in human treated with 100 mg of efavirenz administered every 4 hrs by ultrafiltration method,A,BAO_0000366,cell-free format,CHEMBL3525980,Scientific Literature,Drug Metab Dispos,2013.0,Human Seminal Plasma,100 mg,,Ultrafiltration,,True
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,PPB,'=',97.6,%,CHEMBL4481556,Protein binding in human plasma at 5 uM after 6 hrs by LC/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4480410,Scientific Literature,J Med Chem,2019.0,Human Plasma,5 uM,6 hrs,LC/MS,,True
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,PPB,'=',98.9,%,CHEMBL4481557,Protein binding in mouse plasma at 5 uM after 6 hrs by LC/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4480410,Scientific Literature,J Med Chem,2019.0,Mouse Plasma,5 uM,6 hrs,LC/MS,,True
CHEMBL4580214,CC(C)(C)C#Cc1cc(N(CC(=O)N2CCOCC2)C(=O)[C@H]2CC[C@H](C)CC2)c(C(=O)O)s1,PPB,'=',84.7,%,CHEMBL4478828,Protein binding in human liver at 1 uM,A,BAO_0000221,tissue-based format,CHEMBL4477222,Scientific Literature,J Med Chem,2016.0,Human Liver,1 uM,,LC-MS/MS,,False
CHEMBL4519008,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2cccc3c2OCCO3)cc(OC)n1,PPB,'=',99.85,%,CHEMBL4481767,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4480425,Scientific Literature,Bioorg Med Chem,2019.0,Human,,,,,True
CHEMBL4206892,CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1,PPB,'=',97.9,%,CHEMBL4190047,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4184337,Scientific Literature,J Med Chem,2018.0,Mouse,,,,,True
CHEMBL4635482,Nc1ccc(-c2cc(N[C@H]3CCCCNC3)c3ccncc3c2)c(F)c1,PPB,'=',92.5,%,CHEMBL4619375,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4616719,Scientific Literature,J Med Chem,2020.0,Mouse,,,,,True
CHEMBL4634552,Cc1c(N2CC3CC3(N)C2)c(F)cc2c(CN)c(F)c(=O)n(C3CC3)c12,PPB,'=',32.0,%,CHEMBL4619540,Protein binding in CD1 mouse plasma at 10 uM incubated for 4 hrs under shaking condition by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616724,Scientific Literature,J Med Chem,2020.0,CD1 Mouse Plasma,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4640061,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2ccc(=O)n(C3CC3)c12,PPB,'=',90.0,%,CHEMBL4619542,Protein binding in pooled human plasma at 10 uM incubated for 4 hrs under shaking condition by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616724,Scientific Literature,J Med Chem,2020.0,Pooled Human Plasma,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL2407749,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,PPB,'=',98.9,%,CHEMBL3364621,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL3351767,Scientific Literature,J Med Chem,2015.0,,,,,,True
CHEMBL4241824,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,PPB,'=',90.0,%,CHEMBL4236970,Protein binding in mouse lung at 1 ug/ml after 4 hrs by rapid equilibrium dialysis and LC-MS/MS analysis,A,BAO_0000221,tissue-based format,CHEMBL4229566,Scientific Literature,J Med Chem,2018.0,Mouse Lung,1 ug/ml,4 hrs,LC-MS/MS,Rapid Equilibrium Dialysis,False
CHEMBL4284400,COc1ncc(-c2ccc3nccc(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,PPB,'=',99.5,%,CHEMBL4255952,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4251704,Scientific Literature,ACS Med Chem Lett,2018.0,Mouse,,,,,True
CHEMBL1642210,Cc1cc(=O)n2nc(CC(=O)c3ccccc3)nc2[nH]1,PPB,'=',7.0,%,CHEMBL1648298,Protein binding in LB assay broth (above 30 kDa) by ultra filtration method,A,BAO_0000019,assay format,CHEMBL1641400,Scientific Literature,J Nat Prod,2010.0,LB Broth,,,Ultrafiltration,,True
CHEMBL1778248,Cc1c(Nc2ccc(C#N)cc2Cl)ncnc1OC1C[C@@H]2CC[C@@H](C1)N2S(=O)(=O)C1CC1,PPB,'=',99.3,%,CHEMBL4149818,Protein binding in mouse plasma at 10 uM,A,BAO_0000366,cell-free format,CHEMBL4145595,Scientific Literature,ACS Med Chem Lett,2018.0,Mouse Plasma,10 uM,,,,True
CHEMBL137,Cc1ncc([N+](=O)[O-])n1CCO,PPB,'=',10.0,%,CHEMBL4325785,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL4321884,Scientific Literature,J Med Chem,2020.0,,,,,,True
CHEMBL4448404,C[C@@](CCN1Cc2cc(C#CC#CC3(CO)CC3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,PPB,'=',91.5,%,CHEMBL4325037,Protein binding in mouse plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0,Mouse,1 uM,,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4438243,C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,PPB,'=',99.2,%,CHEMBL4325044,Protein binding in rat plasma at 1 uM by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321867,Scientific Literature,J Med Chem,2020.0,Rat Plasma,1 uM,,Rapid Equilibrium Dialysis,Rapid Equilibrium Dialysis,True
CHEMBL4446892,Cc1nn(CC(F)(F)F)cc1Nc1ncc(Br)c(NCc2ccc(S(N)(=O)=O)cc2)n1,PPB,'=',99.3,%,CHEMBL4364400,Protein binding in human blood at 0.0002 to 1000 mg/ml after 4 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000221,tissue-based format,CHEMBL4364239,Scientific Literature,ACS Med Chem Lett,2019.0,Human Blood,0.0002 to 1000 mg/ml,4 hrs,LC-MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL3137319,NC(=O)c1cccc([C@H]2C[C@H]3CC[C@@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@@H](O)CO)c1.O=S(=O)(O)O,PPB,'=',23.0,%,CHEMBL4411151,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4406921,Scientific Literature,ACS Med Chem Lett,2019.0,Human,,,,,True
CHEMBL4126289,CC1(C)OCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O,PPB,'=',93.7,%,CHEMBL4123653,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4118197,Scientific Literature,Bioorg Med Chem Lett,2018.0,Rat,,,,,True
CHEMBL4210009,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,PPB,'=',86.9,%,CHEMBL4195609,Protein binding in mouse plasma after 6 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4190400,Scientific Literature,J Med Chem,2018.0,Mouse Plasma,,6 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4518198,CC(C)(C)OC(=O)N1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,PPB,'=',99.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
CHEMBL4452002,CCN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,PPB,'=',80.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0,Human,,18 hrs,,Rapid Equilibrium Dialysis,True
