Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
CHEMBL3431688,CC(=O)NCc1cccc(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',40.4,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431731,COc1cccc2c1CCN(C(=O)[C@H]1CCCCN1C(=O)COc1ccccc1)C2,Permeability,'=',54.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431735,O=C([C@H]1CCCCN1C(=O)COc1ccccc1)N1Cc2cc(Cl)c(N3CCOCC3)cc2C1,Permeability,'=',59.1,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431738,O=C([C@H]1CCCCN1C(=O)COc1ccccc1)N1Cc2ccc(OCC3CC3)cc2C1,Permeability,'=',27.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431747,Cc1cc(-c2nc([C@H]3CCCCN3C(=O)COc3ccccc3)no2)n(C)n1,Permeability,'=',64.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431753,O=C(O)Cc1csc(NC(=O)c2ccc3c(c2)N(S(=O)(=O)c2cccc(Cl)c2)CC3)n1,Permeability,'=',29.1,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431758,O=C(COc1ccccc1)N1CCCC[C@@H]1c1nc(-c2cccc(N3CCCS3(=O)=O)c2)no1,Permeability,'=',245.1,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431759,O=C1CCCN1c1cccc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',38.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431764,COc1ccc(Cl)cc1S(=O)(=O)N1CCSc2ccc(C(=O)Nc3ccc(C(=O)O)c(F)c3)cc21,Permeability,'=',25.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431784,COc1ccc(Cl)cc1S(=O)(=O)N1CC(C(=O)O)Oc2ccc(C(=O)Nc3ccccc3F)cc21,Permeability,'=',3.8,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431526,O=C(c1cc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)ccn1)N1CCOCC1,Permeability,'=',58.93,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431530,CS(=O)(=O)Nc1cccc(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',25.58,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431578,CCC(=O)Nc1cccc(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',28.9,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431583,O=C1CCN1c1cccc(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',20.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431597,NNC(=O)c1cccc(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',20.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431815,COc1ccc(Cl)cc1S(=O)(=O)c1cn(CC(=O)O)c2ccc(C(=O)Nc3ccccc3)cc12,Permeability,'=',0.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431689,COc1ccc(C)cc1S(=O)(=O)N1CCc2ccc(C(=O)Nc3ccc(CC(=O)O)cc3)cc21,Permeability,'=',22.1,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431693,O=C(NCc1ccccc1)[C@H]1CCCCN1C(=O)COc1ccccc1,Permeability,'=',71.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431722,COc1ccc(Cl)cc1S(=O)(=O)N1CCCc2ccc(Oc3ccc(CC(=O)O)cc3)cc21,Permeability,'=',7.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431844,Cc1cc(C)cc(S(=O)(=O)c2nn(C)c3ccc(C(=O)Nc4ccc(C(=O)O)cc4)cc23)c1,Permeability,'=',7.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431860,CC(=O)Nc1ccc(-c2nc([C@H]3CCCCN3C(=O)COc3ccccc3)cs2)cc1,Permeability,'=',12.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL118267,CS(=O)(=O)O.O=c1[nH]n(Cc2cccnc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,Permeability,'=',2e-07,,CHEMBL655618,Cellular permeability in Caco-2 cells.,F,BAO_0000219,cell-based format,CHEMBL1136832,Scientific Literature,Bioorg Med Chem Lett,2003.0
CHEMBL3431831,COc1ccc(Cl)cc1S(=O)(=O)c1cn(CCO)c2ccc(C(=O)Nc3ccccc3)cc12,Permeability,'=',0.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431835,COc1ccc(Cl)cc1S(=O)(=O)N1CCc2ccc(C(=O)Nc3ccn(CC(=O)O)n3)cc21,Permeability,'=',2.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431837,COc1ccc(Cl)cc1S(=O)(=O)c1nn(CCC(=O)O)c2ccc(C(=O)Nc3ccccc3)cc12,Permeability,'=',6.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431842,Cc1cc(C)cc(S(=O)(=O)c2nn(CCC(=O)O)c3ccc(C(=O)Nc4ccccc4)cc23)c1,Permeability,'=',9.1,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431854,N#Cc1ccc(-c2csc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)cc1,Permeability,'=',19.5,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431920,COc1ccc(Cl)cc1S(=O)(=O)N(c1cc(C(=O)Nc2ncc(CC(=O)O)s2)cc2c1OCO2)C(C)C,Permeability,'=',35.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431922,COCCN(c1cc(C(=O)Nc2nc(CC(=O)O)cs2)cc2c1OCO2)S(=O)(=O)c1cc(Cl)ccc1OC,Permeability,'=',11.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431513,COc1ccc2[nH]cc(C(=O)COc3ccncc3)c2c1,Permeability,'=',0.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431519,CCN(CC)C(=O)c1ccc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)cc1,Permeability,'=',14.88,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431527,O=C(COc1ccccc1)N1CCCC[C@@H]1c1nc(-c2ccc(-c3cnc[nH]3)cc2)no1,Permeability,'=',2.61,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431533,COc1ccc(Cl)cc1S(=O)(=O)Nc1cccc(C(=O)Nc2ccc(-c3nnn[nH]3)cc2)c1,Permeability,'=',0.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431536,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc21,Permeability,'=',27.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431545,O=C1Cc2ccc(-c3n[nH]c([C@H]4CCCCN4C(=O)COc4ccccc4)n3)cc2N1,Permeability,'=',32.9,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431561,NC(=O)c1n[nH]c2cc(-c3noc([C@H]4CCCCN4C(=O)COc4ccccc4)n3)ccc12,Permeability,'=',23.5,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431562,O=C(O)c1cncc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',0.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431568,NC(=O)c1cn2ccc(-c3noc([C@H]4CCCCN4C(=O)COc4ccccc4)n3)cc2n1,Permeability,'=',55.5,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431574,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ccc(C(=O)Nc3ccc(C(=O)O)c(Cl)c3)cc21,Permeability,'=',14.5,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431575,COc1ccc(Cl)cc1S(=O)(=O)N1CCc2ccc(C#Cc3ccc(C(=O)O)cc3)cc21,Permeability,'=',2.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431582,CCNC(=O)Nc1cccc(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',22.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431591,O=C(COc1ccccc1)N1CCCC[C@@H]1c1nc(-c2cccc(O)c2)no1,Permeability,'=',6.5,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431596,COc1ccc(Cl)cc1S(=O)(=O)N1CCCCc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc21,Permeability,'=',29.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431600,O=C(COc1ccccc1)N1CCCC[C@@H]1c1nc(-c2cccc(-c3n[nH]c(=O)o3)c2)n[nH]1,Permeability,'=',17.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431606,COc1ccc(Cl)cc1S(=O)(=O)N1CCc2c(C)cc(C(=O)Nc3ccc(C(=O)O)c(Cl)c3)cc21,Permeability,'=',15.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431609,CN(C)C(=O)c1ccc(-c2noc(C3C4CC4CN3C(=O)COc3ccccc3)n2)cc1,Permeability,'=',43.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431618,COCCN(C)C(=O)c1cncc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',41.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431907,COc1ccc(Cl)cc1Sc1c[nH]c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc12,Permeability,'=',1.8,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431916,COc1ccc(Cl)cc1S(=O)(=O)N1COc2c(C)cc(C(=O)Nc3ccc(C(=O)O)cc3)cc21,Permeability,'=',18.5,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431917,COc1ccc(Cl)cc1S(=O)(=O)N1COc2c(Cl)cc(C(=O)Nc3ccc(C(=O)O)cc3)cc21,Permeability,'=',39.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431469,Cc1cc(-c2noc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)no1,Permeability,'=',39.4,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431485,O=C(COc1ccccc1)N1CCCC[C@@H]1c1noc(-c2cnc3ccccc3n2)n1,Permeability,'=',41.8,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431486,CS(=O)(=O)c1cccc(-c2nc([C@H]3CCCCN3C(=O)COc3ccccc3)no2)c1,Permeability,'=',29.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431491,O=C(COc1ccccc1)N1CCCC[C@@H]1c1noc(-c2ccc3snnc3c2)n1,Permeability,'=',24.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431497,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2ncc(C(=O)Nc3ccccc3)cc21,Permeability,'=',43.8,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431503,O=C(COc1ccccc1)N1CCCC[C@@H]1c1noc(-c2ccc3[nH]cnc3c2)n1,Permeability,'=',30.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431508,CC(=O)Nc1cccc(-n2nnc([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',35.0,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431510,CS(=O)(=O)NCc1cccc(-c2nc([C@H]3CCCCN3C(=O)COc3ccccc3)no2)c1,Permeability,'=',17.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431511,COc1ccc(Cl)cc1S(=O)(=O)N1CCOc2c(F)cc(C(=O)Nc3ccc(CC(=O)O)cc3)cc21,Permeability,'=',27.9,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431621,COc1ccc(Cl)cc1S(=O)(=O)N1COc2c(F)cc(C(=O)Nc3ccc(CC(=O)O)cc3)cc21,Permeability,'=',28.4,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431640,CC(=O)Nc1cccc(-c2nc([C@H]3CCCCN3C(=O)COc3ccccc3)n(C)n2)c1,Permeability,'=',29.3,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431644,CC(=O)Nc1cccc(C#C[C@H]2CCCCN2C(=O)COc2ccccc2)c1,Permeability,'=',17.9,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431649,COc1ccc(Cl)cc1S(=O)(=O)N1COCc2ccc(C(=O)Nc3nc(CC(=O)O)cs3)cc21,Permeability,'=',13.1,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431653,O=C(COc1ccccc1)N1CCCC[C@@H]1c1noc(-c2ccc3[nH]c(=O)c(=O)[nH]c3c2)n1,Permeability,'=',4.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431664,CC(=O)Nc1ccc(F)c(-c2n[nH]c([C@H]3CCCCN3C(=O)COc3ccccc3)n2)c1,Permeability,'=',43.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431669,COc1ccc(Cl)cc1CN1C(=O)OC(C)(C)c2ccc(C(=O)Nc3ccc(CC(=O)O)c(Cl)c3)cc21,Permeability,'=',13.6,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431679,Cc1cc(C)cc(S(=O)(=O)N2CCOc3ccc(C(=O)Nc4nc(CC(=O)O)cs4)cc32)c1,Permeability,'=',31.7,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431692,O=C([C@H]1CCCCN1C(=O)COc1ccccc1)N1CCc2ccccc2C1,Permeability,'=',41.8,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL3431736,CCOc1ccc2c(c1)CN(C(=O)[C@H]1CCCCN1C(=O)COc1ccccc1)C2,Permeability,'=',55.2,nm s-1,CHEMBL3431937,SUPPLEMENTARY: PAMPA permeability assay,P,BAO_0000100,small-molecule physicochemical format,CHEMBL3431459,Deposited Supplementary Bioactivity Data,,
CHEMBL276856,Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,Permeability,'=',0.002,cm hr-1,CHEMBL633580,Permeability of compound was evaluated in an artificial membrane permeability assay,A,BAO_0000249,cell membrane format,CHEMBL1135959,Scientific Literature,Bioorg Med Chem Lett,2002.0
CHEMBL165840,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(CO)c(=O)nc1SCc1ccc(F)cc1,Permeability,'=',0.002,cm hr-1,CHEMBL875309,Permeability was determined,A,BAO_0000019,assay format,CHEMBL1136645,Scientific Literature,Bioorg Med Chem Lett,2003.0
CHEMBL179400,CNc1cccc(CCOc2ccc3c(CCC(=O)O)coc3c2)n1,Permeability,'=',1.7e-05,AB cm/s,CHEMBL838208,In vitro CACO-2 cell permeability potency was determined,F,BAO_0000219,cell-based format,CHEMBL1142682,Scientific Literature,J Med Chem,2005.0
CHEMBL175449,Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1,Permeability,'=',7.41e-06,cm s-1,CHEMBL838209,Apparent cell permeability in Caco-2 cell line,F,BAO_0000219,cell-based format,CHEMBL1145195,Scientific Literature,J Med Chem,2005.0
CHEMBL328942,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(C)=O)C(c1ccccc1)c1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC,Permeability,'=',2.0,10e4*cm min-1,CHEMBL653931,Permeability in Caco-2 Cell monolayers for the compound,F,BAO_0000219,cell-based format,CHEMBL1130387,Scientific Literature,J Med Chem,1997.0
CHEMBL10604,CCc1cn(CC(=O)N(CCN(CC)CC)Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)c(SCc2ccc(F)cc2)nc1=O,Permeability,'=',0.1,cm hr-1,CHEMBL875309,Permeability was determined,A,BAO_0000019,assay format,CHEMBL1136645,Scientific Literature,Bioorg Med Chem Lett,2003.0
CHEMBL216959,O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1,Permeability,'=',14.9,,CHEMBL907663,Basal to apical permeability in CaCo-2 cells,A,BAO_0000219,cell-based format,CHEMBL1137586,Scientific Literature,Bioorg Med Chem Lett,2007.0
CHEMBL327705,CN1CCN(CCCN(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2cc(Cc3cnn(C)c3)c(=O)nc2SCc2ccc(F)cc2)CC1,Permeability,'<',0.001,cm hr-1,CHEMBL633580,Permeability of compound was evaluated in an artificial membrane permeability assay,A,BAO_0000249,cell membrane format,CHEMBL1135959,Scientific Literature,Bioorg Med Chem Lett,2002.0
CHEMBL159,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Permeability,'=',12.5,*10e6,CHEMBL659176,Secretory Transport in Caco-2 cells in comparison to metoprolol,F,BAO_0000219,cell-based format,CHEMBL1133162,Scientific Literature,J Med Chem,2000.0
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1,Permeability,'=',21.4,*10e6,CHEMBL659172,Absorptive transport in Caco-2 cells in comparison to metoprolol,F,BAO_0000219,cell-based format,CHEMBL1133162,Scientific Literature,J Med Chem,2000.0
CHEMBL132495,Cc1nc(Cl)ncc1C(=O)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Permeability,'=',6.2e-06,cm s-1,CHEMBL633578,Compound was tested for permeability in Caco-2 cells by HPLC method,A,BAO_0000218,organism-based format,CHEMBL1133475,Scientific Literature,J Med Chem,2000.0
