Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment,Concentration/Dosage Levels,Temperature Range,Time Duration,Metabolic Activation Presence,Cell/Tissue Type or Organism Used,Ames experiment
CHEMBL1481601,CC(C)(C)/C(O)=C/c1nc2cc(Cl)ccc2oc1=O,Activity,'=',4.129,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,Ba/F3 cells,False
CHEMBL1472103,O=C(CCl)NCc1cc(-c2ccc(Cl)cc2)no1,Activity,'=',5.558,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,Ba/F3 cells,False
CHEMBL1501466,Cc1ccc2nc(C)cc(Nc3ccc([N+](=O)[O-])cc3)c2c1,Activity,'=',3.432,um,CHEMBL1738021,"PUBCHEM_BIOASSAY: Late stage results from the probe development effort to identify inhibitors of the Janus kinase 2 mutant JAK2V617F. (Class of assay: screening) [Related pubchem assays (depositor defined):AID1446, AID1486, AID1520, AID1521, AID1691, AID1699, AID1797] Panel member name: irf1 Inhibition (Ba/F3 cells)",U,BAO_0000219,cell-based format,CHEMBL1201862,PubChem BioAssays,,,Active,,,,,Ba/F3 cells,False
CHEMBL1087964,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1ccoc1,Activity,,,,CHEMBL1117330,Mutagenic activity in Salmonella Typhimurium TA100 assessed as number of revertants after 48 hrs by Ames test,T,BAO_0000019,assay format,CHEMBL1157913,Scientific Literature,J Med Chem,2010.0,Non-toxic,,,48 hrs,,Salmonella Typhimurium TA100,True
CHEMBL406819,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,Activity,,,,CHEMBL3059521,Insecticidal activity against adult form of Periplaneta americana (American cockroach) assessed as paralysis at 1.1 nmol injected into abdominal region measured after 13 hr,F,BAO_0000218,organism-based format,CHEMBL3045719,Scientific Literature,J Pestic Sci,2004.0,Active,,,,,,
CHEMBL564495,[N-]=[N+]=NCc1cccc(C(=O)/C=C(\O)C(=O)O)c1,Activity,,,,CHEMBL1245933,Antiviral activity against HIV1 JRCSF infected in human vaginal epithelium assessed as inhibition of viral genomic integration by titration assay,F,BAO_0000019,assay format,CHEMBL1240364,Scientific Literature,Antimicrob Agents Chemother,2010.0,Dose-dependent effect,,,,,human vaginal epithelium,False
CHEMBL289480,C1COC(NC(C2CC2)C2CC2)=N1,Activity,,,,CHEMBL1253022,Induction of autophagy in rat stable inducible PC12 cells expressing EGFP-HDQ74 and endogenously I1R assessed as decrease in EGFP-HDQ74 aggregation at 1 uM after 24 hrs by densitometric analysis,F,BAO_0000219,cell-based format,CHEMBL1250446,Scientific Literature,Nat Chem Biol,2008.0,Active,,,,,,
CHEMBL471718,CC1=CC[C@@H]([C@@H](C)[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@](C)(C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@@]56C[C@@]46CC[C@]23C)OC1=O,Activity,,,,CHEMBL1011206,Mutagenic activity in Salmonella Typhimurium TM677 at 2.5 to 5.0 mg/mL in presence of Aroclor 1254 pretreated rat S9 liver homogenate by forward mutation assay,T,BAO_0000218,organism-based format,CHEMBL1147313,Scientific Literature,J Nat Prod,1989.0,Not Active,2.5 to 5.0 mg/mL,,,presence of Aroclor 1254 pretreated rat S9 liver homogenate,Salmonella Typhimurium TM677,False
CHEMBL3326087,COc1ccc(/C=N/OCC(O)CN2CCC(O)CC2)cc1OC1CCCC1,Activity,,,,CHEMBL3372162,Genotoxicity against human HTLA-230 cells assessed as phosphorylation of histone H2AX at 100 uM after 24 hrs by Western blot analysis,T,BAO_0000219,cell-based format,CHEMBL3351268,Scientific Literature,J Med Chem,2014.0,Non-toxic,100 uM,,24 hrs,,human HTLA-230 cells,False
CHEMBL570803,COc1ccc(/C=N/OCC(=O)N2CC(C)OC(C)C2)cc1OC1CCCC1,Activity,,,,CHEMBL3372162,Genotoxicity against human HTLA-230 cells assessed as phosphorylation of histone H2AX at 100 uM after 24 hrs by Western blot analysis,T,BAO_0000219,cell-based format,CHEMBL3351268,Scientific Literature,J Med Chem,2014.0,Non-toxic,100 uM,,24 hrs,,human HTLA-230 cells,False
CHEMBL340807,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,Activity,,,,CHEMBL956133,Genotoxicity in CHO cells assessed as chromosomal aberrations at 2.5 ppm after 60 mins in dark followed by 5 W/m'2 UV irradiation for 30 mins,T,BAO_0000219,cell-based format,CHEMBL1148993,Scientific Literature,J Nat Prod,1983.0,Toxic,2.5 ppm,,after 60 mins in dark + 30 mins UV,,CHO cells,False
CHEMBL3683287,N#Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(F)cn3)cc2C#N)cc1Cl,Activity,,,,CHEMBL3853464,Mutagenicity in Salmonella typhi by Ames test in absence of S4 fraction,T,BAO_0000019,assay format,CHEMBL3853264,Scientific Literature,Medchemcomm,2016.0,Non-Toxic,,,,,Salmonella typhi,True
CHEMBL1241090,CCCCCCCC(=O)CCCCCC/C=C/[C@H](C(=O)N[C@@H](Cc1ccc(OCC=C(C)C)cc1)C(=O)O)[C@@](O)(CC(=O)O)C(=O)O,Activity,,,,CHEMBL1250171,Antiviral activity against Hepatitis C virus (isolate Con1) genotype 1b in human Huh-7/3-1 cells assessed as reduction in NS3 protein level at 100 nM by Western blot analysis,F,BAO_0000218,organism-based format,CHEMBL1240304,Scientific Literature,Nat Chem Biol,2005.0,tde,,,,,,
CHEMBL1241090,CCCCCCCC(=O)CCCCCC/C=C/[C@H](C(=O)N[C@@H](Cc1ccc(OCC=C(C)C)cc1)C(=O)O)[C@@](O)(CC(=O)O)C(=O)O,Activity,,,,CHEMBL1250189,Relocation of NS5B in human Huh-7/3-1 Hepatitis C virus (isolate Con1) genotype 1b replicon cells using golgi-derived detergent-resistant membrane at 10 nM after 72 hrs by immunoblotting analysis,F,BAO_0000218,organism-based format,CHEMBL1240304,Scientific Literature,Nat Chem Biol,2005.0,Not Active,,,,,,
CHEMBL3621911,O=[N+]([O-])c1cc(C[Se]c2nnn(Cc3ccccc3)n2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3625263,Mutagenic activity in Salmonella typhimurium TA98 assessed as induction of reverse mutation at 50 uM,T,BAO_0000218,organism-based format,CHEMBL3621085,Scientific Literature,Medchemcomm,2015.0,Toxic,50 uM,,,,Salmonella typhimurium TA98,False
CHEMBL3621935,O=[N+]([O-])c1cc(CSc2nnn(Cc3ccccc3)n2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3625263,Mutagenic activity in Salmonella typhimurium TA98 assessed as induction of reverse mutation at 50 uM,T,BAO_0000218,organism-based format,CHEMBL3621085,Scientific Literature,Medchemcomm,2015.0,Toxic,50 uM,,,,Salmonella typhimurium TA98,False
CHEMBL513973,Cc1ccc(S(=O)(=O)c2cc(O)c(Oc3cccc(C)c3)c(C)n2)cc1,Activity,,,,CHEMBL986181,Antibacterial activity against Staphylococcus aureus ATCC 6538 assessed as diameter of the inhibition zone at 1 uM/disk after 4 hrs by disk diffusion method,F,BAO_0000218,organism-based format,CHEMBL1151706,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,1 uM/disk,,4 hrs,,Staphylococcus aureus ATCC 6538,False
CHEMBL520398,O=C(O)c1cnc2c(cnn2-c2ccccc2)c1Nc1cccc(Cl)c1,Activity,,,,CHEMBL969698,Antibacterial activity against drug-resistant Enterococcus faecalis clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Enterococcus faecalis,False
CHEMBL508438,Cc1cccc(Nc2c(C(=O)O)cnc3sccc23)c1,Activity,,,,CHEMBL969697,Antibacterial activity against drug-resistant Klebsiella pneumoniae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Klebsiella pneumoniae,False
CHEMBL486455,COc1cccc(Nc2c(C(=O)O)cnc3c2cnn3-c2ccccc2)c1,Activity,,,,CHEMBL969697,Antibacterial activity against drug-resistant Klebsiella pneumoniae clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Klebsiella pneumoniae,False
CHEMBL504835,Cc1ccc(Nc2c(C(=O)O)cnc3sccc23)cc1,Activity,,,,CHEMBL969696,Antibacterial activity against drug-resistant Acinetobacter calcoaceticus clinical isolate assessed as inhibition zone diameter after 24 hrs by antibacterial susceptibility test,F,BAO_0000218,organism-based format,CHEMBL1139420,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,,,24 hrs,,Acinetobacter calcoaceticus,False
CHEMBL500345,CCCCSC[C@H]1O[C@H](OC)[C@@H](O)[C@@H]1O,Activity,,,,CHEMBL954861,Antibacterial activity against Mycobacterium smegmatis ATCC 14468 assessed as inhibition zone diameter at 10 mg/mL after 24 hrs by Kirby-Bauer disk diffusion assay,F,BAO_0000218,organism-based format,CHEMBL1150325,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,10 mg/mL,,24 hrs,,Mycobacterium smegmatis ATCC 14468,False
CHEMBL506264,CC[C@@H]1C(C)=C[C@@H]2/C=C/C[C@H](C)/C=C(\C)[C@@H](O)[C@@H](O)/C=C/C(=O)[C@]23C(=O)N[C@@H]([C@H](C)c2c[nH]c4ccccc24)[C@H]13,Activity,,,,CHEMBL995537,Antimicrofilament activity in rat A10 cells assessed as total loss of microfilament at 5 ug/ml by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1158824,Scientific Literature,J Nat Prod,2005.0,Active,,,,,,
CHEMBL473549,CC[C@@H]1C(C)=C[C@@H]2/C=C/C[C@H](C)/C=C(\C)CC/C=C/C(=O)[C@]23C(=O)N[C@@H]([C@H](C)c2c[nH]c4ccccc24)[C@H]13,Activity,,,,CHEMBL995538,Antimicrofilament activity in rat A10 cells assessed as loss of microfilament at 10 ug/ml by rhodamine-phalloidin staining,F,BAO_0000219,cell-based format,CHEMBL1158824,Scientific Literature,J Nat Prod,2005.0,Active,,,,,,
CHEMBL513973,Cc1ccc(S(=O)(=O)c2cc(O)c(Oc3cccc(C)c3)c(C)n2)cc1,Activity,,,,CHEMBL986183,Antibacterial activity against Escherichia coli ATCC 11229 assessed as diameter of the inhibition zone at 1 uM/disk after 4 hrs by disk diffusion method,F,BAO_0000218,organism-based format,CHEMBL1151706,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,1 uM/disk,,4 hrs,,Escherichia coli ATCC 11229,False
CHEMBL457875,COc1nc(S(=O)(=O)c2ccccc2)cc(O)c1Sc1ccccc1,Activity,,,,CHEMBL986183,Antibacterial activity against Escherichia coli ATCC 11229 assessed as diameter of the inhibition zone at 1 uM/disk after 4 hrs by disk diffusion method,F,BAO_0000218,organism-based format,CHEMBL1151706,Scientific Literature,Bioorg Med Chem,2008.0,Not Active,1 uM/disk,,4 hrs,,Escherichia coli ATCC 11229,False
CHEMBL2409518,COCC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCCN2C)c1.O=C(O)C(O)C(O)C(=O)O,Activity,,,,CHEMBL2412347,Genotoxicity in Salmonella typhimurium TA1537 up to 3 x 10'5 uM by Ames test in presence of liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2407064,Scientific Literature,J Med Chem,2013.0,Non-toxic,,,,,,
CHEMBL260629,N=C(NO)NCCC[C@H](N)C(=O)O,Activity,,,,CHEMBL2400200,Induction of NOx production in Wistar rat renal medullar homogenates at 100 uM after 1 hr by Griess test in presence of L-NAME,F,BAO_0000221,tissue-based format,CHEMBL2396521,Scientific Literature,J Med Chem,2013.0,Not Active,,,,,,
CHEMBL329673,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Activity,,,,CHEMBL799659,Mutagenic activity by measuring net reverent colonies per 10 ug of compound with Salmonella Typhimurium (TA 100 strain) in absence of S9 fraction; - indicates no mutagenic response,F,BAO_0000218,organism-based format,CHEMBL1121403,Scientific Literature,J Med Chem,1980.0,Not toxic,,,,,,
CHEMBL3741929,O=[N+]([O-])c1cc(C(F)(F)F)cc2nc(C3=NCCO3)sc12,Activity,,,,CHEMBL3744067,Genotoxicity in Salmonella typhimurium TA100 at 160 ug/plate by Ames test in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Toxic,,,,,,
CHEMBL3739863,O=C([C@@H]1COC(c2nc3cc(C(F)(F)F)cc([N+](=O)[O-])c3s2)=N1)N1CCCC1,Activity,,,,CHEMBL3744070,Genotoxicity in Salmonella typhimurium TA98 at 1600 ug/plate by Ames test in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Toxic,,,,,,
CHEMBL1834420,N=C(N)NCCC[C@H](N)C(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,Activity,,,,CHEMBL1839742,Induction of mutagenicity in Salmonella Typhimurium TA7001 to TA7006 at 1 mg/mL after 48 hrs by Ames assay in absence of rat liver S9 metabolic activation system,T,BAO_0000218,organism-based format,CHEMBL1833788,Scientific Literature,J Med Chem,2011.0,Non-toxic,,,,,,
CHEMBL1822422,Clc1ccc(Oc2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1,Activity,,,,CHEMBL1826088,Mutagenic activity in Salmonella Typhimurium TA100 assessed as number of spontaneous and drug-induced revertants at 25 to 125 nM after 48 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1821638,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic,,,,,,
CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,Activity,,,,CHEMBL1826088,Mutagenic activity in Salmonella Typhimurium TA100 assessed as number of spontaneous and drug-induced revertants at 25 to 125 nM after 48 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1821638,Scientific Literature,Eur J Med Chem,2011.0,Toxic,,,,,,
CHEMBL1822422,Clc1ccc(Oc2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1,Activity,,,,CHEMBL1826089,Mutagenic activity in Salmonella Typhimurium TA102 assessed as number of spontaneous and drug-induced revertants at 25 to 125 nM after 48 hrs by Ames test,T,BAO_0000218,organism-based format,CHEMBL1821638,Scientific Literature,Eur J Med Chem,2011.0,Non-toxic,,,,,,
CHEMBL1753,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,Activity,,,,CHEMBL1280003,Antibacterial activity against SCCmec type 4 genotype-positive and methicillin-resistant Staphylococcus aureus by CLSI method,F,BAO_0000218,organism-based format,CHEMBL1275494,Scientific Literature,Antimicrob Agents Chemother,2008.0,Active,,,,,SCCmec type 4 genotype-positive and methicillin-resistant Staphylococcus aureus,False
CHEMBL2420111,Br.NC/C(=N\NC(N)=S)c1ccc([N+](=O)[O-])cc1,Activity,,,,CHEMBL2423211,Mutagenicity in Swiss albino mouse at 100 mg/kg after 30 hrs by micronucleus test,T,BAO_0000218,organism-based format,CHEMBL2417455,Scientific Literature,Eur J Med Chem,2013.0,Non-toxic,100 mg/kg,,after 30 hrs,,Swiss albino mouse,True
CHEMBL3601398,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,Activity,,,,CHEMBL3603550,Toxicity in monkey assessed as changes in lymphoid organs parameters,T,BAO_0000218,organism-based format,CHEMBL3600357,Scientific Literature,J Med Chem,2015.0,Toxic,,,,,,
CHEMBL1089501,COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,Activity,,,,CHEMBL1116233,Mutagenic activity in Salmonella Typhimurium TA100 up to 5000 ug/plate,T,BAO_0000019,assay format,CHEMBL1156340,Scientific Literature,J Med Chem,2010.0,Not Active,,,,,,
CHEMBL3586404,CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,Activity,,,,CHEMBL3587474,Genotoxicity in mouse erythrocytes by micronucleus test,T,BAO_0000219,cell-based format,CHEMBL3585315,Scientific Literature,J Med Chem,2015.0,Non-toxic,,,,,,
CHEMBL605364,COC(=O)C(=C(/C)c1cc(OC)cc(OC)c1)/C(=C\c1ccncc1)C(N)=O.Cl,Activity,,,,CHEMBL1073745,Genotoxicity in rat assessed as chromosomal aberration,T,BAO_0000218,organism-based format,CHEMBL1157557,Scientific Literature,Bioorg Med Chem,2010.0,Toxic,,,,,rat,False
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,Activity,,,,CHEMBL1071503,Antiproliferative activity against exogenous EGF-induced human A431 cell growth at 0.1 uM pretreated for 24 hrs measured after 72 hrs of drug removel by MTT assay,F,BAO_0000219,cell-based format,CHEMBL1156886,Scientific Literature,J Med Chem,2010.0,Not Active,,,,,,
CHEMBL3933212,COc1cnc(O[C@@H]2C[C@@H](C(=O)N[C@]3(C(=O)NS(=O)(=O)C4CC4)C[C@H]3C3CC3)N(C(=O)[C@@H](NC(=O)O[C@H](C)C(F)(F)F)C3CCCCC3)C2)c2cc(Cl)ccc12,Activity,,,,CHEMBL3862835,Genotoxicity in Salmonella typhimurium in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3861981,Scientific Literature,J Med Chem,2016.0,Non-Toxic,,,,presence of S9 fraction,Salmonella typhimurium,False
CHEMBL1829335,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,Activity,,,,CHEMBL1816834,Mutagenic activity in Salmonella Typhimurium by Ames test in presence of rat liver S9 fraction,T,BAO_0000220,subcellular format,CHEMBL1811886,Scientific Literature,J Med Chem,2011.0,Non-toxic,,,,,,
CHEMBL1829335,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,Activity,,,,CHEMBL1816831,Mutagenic activity in human peripheral blood lymphocytes by micronucleus test in presence metabolic activation,T,BAO_0000219,cell-based format,CHEMBL1811886,Scientific Literature,J Med Chem,2011.0,Non-toxic,,,,,,
CHEMBL167917,O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCCC2,Activity,,,,CHEMBL799657,Mutagenic activity in Salmonella Typhimurium TA98 using Ames test; Activity is log of revertants / nmol; a= inactive,F,BAO_0000218,organism-based format,CHEMBL1125820,Scientific Literature,J Med Chem,1991.0,Not Active,log of revertants / nmol,,,,Salmonella Typhimurium TA98,True
CHEMBL1098852,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@H](n2cc(-c3ccccc3)nn2)[C@H]1Br,Activity,,,,CHEMBL1664379,Genotoxicity in human MDA-MB-435 cells assessed as DNA strand breaks at 5 uM after 24 hrs by comet assay,F,BAO_0000219,cell-based format,CHEMBL1649387,Scientific Literature,Eur J Med Chem,2011.0,Active,,,,,,
CHEMBL1098852,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@H](n2cc(-c3ccccc3)nn2)[C@H]1Br,Activity,,,,CHEMBL1664380,Genotoxicity in human HCT8 cells assessed as DNA strand breaks at 5 uM after 24 hrs by comet assay,F,BAO_0000219,cell-based format,CHEMBL1649387,Scientific Literature,Eur J Med Chem,2011.0,Active,,,,,,
CHEMBL1095527,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)[C@H](n2cc(-c3ccc(F)cc3)nn2)[C@H]1Br,Activity,,,,CHEMBL1664385,Genotoxicity in human SF295 cells assessed as DNA strand breaks at 5 uM after 24 hrs by comet assay in presence of N-acetylcytosine,F,BAO_0000219,cell-based format,CHEMBL1649387,Scientific Literature,Eur J Med Chem,2011.0,Not Active,,,,,,
CHEMBL2041198,C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)c(Br)c2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,Activity,,,,CHEMBL3801970,Cytotoxicity against human ONS cells derived from parkinsons disease patients assessed as alteration of nuclear parameters at 10 uM,A,BAO_0000219,cell-based format,CHEMBL3797170,Scientific Literature,J Nat Prod,2016.0,Toxic,,,,,,
CHEMBL3804846,O=C1N[C@H](c2cncc(C#Cc3ccccc3)c2)[C@@H](c2cc(F)ccc2F)O1,Activity,,,,CHEMBL3808115,Mutagenicity in Salmonella typhimurium by Ames test,T,BAO_0000218,organism-based format,CHEMBL3804767,Scientific Literature,ACS Med Chem Lett,2016.0,Non-toxic,,,,,Salmonella typhimurium,True
CHEMBL1221852,CCS(=O)(=O)N1C[C@H](C(=O)Nc2ccc(Cl)cn2)[C@@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C1,Activity,,,,CHEMBL1227364,Mutagenic activity in Salmonella Typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL1221236,Scientific Literature,Bioorg Med Chem Lett,2010.0,Non-toxic,,,,,Salmonella Typhimurium,True
CHEMBL219553,COc1cc(O)cc(CCc2ccc(O)c(OC)c2)c1,Activity,,,,CHEMBL1036056,Spasmolytic activity in guinea pig ileum assessed as inhibition of spontaneous contraction in presence of L-NAME,F,BAO_0000221,tissue-based format,CHEMBL1146475,Scientific Literature,J Nat Prod,2004.0,Not Active,,,,,,
CHEMBL470337,C[C@@H]1O[C@@H](Oc2coc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,Activity,,,,CHEMBL1003428,Enhancement of norepinephrine-induced lipolysis in cell-free system consisting endogenous lipid droplets from Wistar rat fat cells assessed as free fatty acid release per mL of packed fat cells after 1 hr in presence of hormone-sensitive lipase,F,BAO_0000019,assay format,CHEMBL1150932,Scientific Literature,J Nat Prod,1998.0,Active,,,after 1 hr,,Pleuronectes americanus NHE1 TM4 mutant,False
CHEMBL374902,COC[C@H]1C[C@@](CC(C)C)(C(=O)O)N(C(=O)c2ccc(C(C)(C)C)c(OC)c2)[C@H]1c1nccs1,Activity,,,,CHEMBL920289,Antiviral activity against HCV replicon containing HCV 1b genome transfected in Huh7 cells in presence of interferon alpha 2a,F,BAO_0000218,organism-based format,CHEMBL1142239,Scientific Literature,J Med Chem,2007.0,Active,,,,,,
CHEMBL2070736,CCc1csc(CN2CCO[C@@H](Cn3nnc4c(N)nc(C)nc43)C2)n1,Activity,,,,CHEMBL2073626,Genotoxicity in micronucleus,A,BAO_0000019,assay format,CHEMBL2069214,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,,,False
CHEMBL2070732,Nc1nc(C(F)(F)F)nc2c1nnn2C[C@H]1CN(Cc2ccccn2)CCO1,Activity,,,,CHEMBL2073627,Genotoxicity in Salmonella typhimurium,T,BAO_0000218,organism-based format,CHEMBL2069214,Scientific Literature,Bioorg Med Chem Lett,2012.0,Non-toxic,,,,,Salmonella typhimurium,False
CHEMBL2181215,CCCN1COc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2C1,Activity,,,,CHEMBL2186407,Genotoxicity in Salmonella typhimurium TA100 at 5 to 2490 uM after 90 mins by Ames test in presence of rat liver S9 fraction,T,BAO_0000218,organism-based format,CHEMBL2176916,Scientific Literature,J Med Chem,2012.0,Non-toxic,5 to 2490 uM,,after 90 mins,presence of rat liver S9 fraction,Salmonella typhimurium TA100,True
