Smiles_unify,Smiles,value_nM,value_nM_log,ref,source,Temperature,pH,property
O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,465.3868610215015,2.6678,CHEMBL1156924,ChEMBL,other,7.4,solubility
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,637.6362391918309,2.8046,CHEMBL2417538,ChEMBL,other,7.4,solubility
Cc1c2c(n3c1CCCN1CCC[C@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,Cc1c2c(n3c1CCCN1CCC[C@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,5351531.902822871,6.7285,CHEMBL1806368,ChEMBL,other,7.4,solubility
Cc1c2c(n3c1CCN(C(=O)C1(N)CC1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,Cc1c2c(n3c1CCN(C(=O)C1(N)CC1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,13853.011510138505,4.1415,CHEMBL1806368,ChEMBL,other,7.4,solubility
COCc1nnc(-c2cnc(-c3ccc(C#N)cc3C)cn2)n1-c1ccc(OC)nc1,COCc1nnc(-c2cnc(-c3ccc(C#N)cc3C)cn2)n1-c1ccc(OC)nc1,58088.87276789967,4.7641,CHEMBL1155900,ChEMBL,other,7.2,solubility
CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(CO)cc2n1,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(CO)cc2n1,8984.899463459413,3.9535,CHEMBL1156802,ChEMBL,other,7.4,solubility
COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1,5636.399778795459,3.751,CHEMBL1806467,ChEMBL,other,7.4,solubility
O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1,O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1,38187.170898283686,4.5819,CHEMBL1806467,ChEMBL,other,7.4,solubility
O=C(Nc1cc(Cc2ccccc2)no1)c1ccc2cc3n(c2c1)CCCNC3=O,O=C(Nc1cc(Cc2ccccc2)no1)c1ccc2cc3n(c2c1)CCCNC3=O,249.90407400881162,2.3978,CHEMBL1933005,ChEMBL,other,7.4,solubility
O=C(CN[C@@H]1COc2nc([N+](=O)[O-])cn2C1)c1ccc(OC(F)(F)F)cc1,O=C(CN[C@@H]1COc2nc([N+](=O)[O-])cn2C1)c1ccc(OC(F)(F)F)cc1,54392.33599767099,4.7355,CHEMBL1944507,ChEMBL,other,7.0,solubility
CN(C(=O)c1ccc(OC(F)(F)F)cc1)[C@@H]1COc2nc([N+](=O)[O-])cn2C1,CN(C(=O)c1ccc(OC(F)(F)F)cc1)[C@@H]1COc2nc([N+](=O)[O-])cn2C1,44031.891045733646,4.6438,CHEMBL1944507,ChEMBL,other,7.0,solubility
CC1(C)CCc2c([nH]c3ccccc3c2=O)C1,CC1(C)CCc2c([nH]c3ccccc3c2=O)C1,64000.0,4.8062,CHEMBL1799910,ChEMBL,other,7.4,solubility
COc1ccc2[nH]c3c(c(=O)c2c1)CCC(C)(C)C3,COc1ccc2[nH]c3c(c(=O)c2c1)CCC(C)(C)C3,9200.0,3.9638,CHEMBL1799910,ChEMBL,other,7.4,solubility
CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,170000.0,5.2304,CHEMBL3393056,ChEMBL,other,7.4,solubility
N=S(=O)(c1ccccc1)c1ccc(CNC(=O)c2cc3ccncc3o2)cc1,N=S(=O)(c1ccccc1)c1ccc(CNC(=O)c2cc3ccncc3o2)cc1,94000.0,4.9731,CHEMBL3393056,ChEMBL,other,7.4,solubility
O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,8500.0,3.9294,CHEMBL3393056,ChEMBL,other,7.4,solubility
O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,132000.0,5.1206,CHEMBL3393056,ChEMBL,other,7.4,solubility
COc1ccc2c(c1)CCCN2c1nc(NCCCO)nc2ccccc12,COc1ccc2c(c1)CCCN2c1nc(NCCCO)nc2ccccc12,207583.99560546692,5.3172,CHEMBL3603821,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(C(F)(F)F)nc1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(C(F)(F)F)nc1)C2,121592.41001259729,5.0849,CHEMBL1833943,ChEMBL,other,7.0,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(C(F)(F)F)nc1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(C(F)(F)F)nc1)C2,451486.02640420524,5.6546,CHEMBL1833943,ChEMBL,other,7.0,solubility
O=c1c2c([nH]c3ccc(-c4cccnc4)cc13)CCSC2,O=c1c2c([nH]c3ccc(-c4cccnc4)cc13)CCSC2,37000.0,4.5682,CHEMBL1799910,ChEMBL,other,7.4,solubility
O=c1c2c([nH]c3ccc(-c4ccc(C(F)(F)F)cc4)cc13)CCCC2,O=c1c2c([nH]c3ccc(-c4ccc(C(F)(F)F)cc4)cc13)CCCC2,2000.0,3.301,CHEMBL1799910,ChEMBL,other,7.4,solubility
C[C@]1(COc2ccc(S(=O)(=O)N3CCOCC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,C[C@]1(COc2ccc(S(=O)(=O)N3CCOCC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,47158.10298924878,4.6736,CHEMBL3739292,ChEMBL,other,7.0,solubility
C[C@@H]1CNC[C@H](C)N1c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1,C[C@@H]1CNC[C@H](C)N1c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1,3514.2560521947867,3.5458,CHEMBL4261595,ChEMBL,other,7.4,solubility
NS(=O)(=O)c1ccc(-c2cnn3cc(-c4ccc(N5CCNCC5)nc4)cnc23)c2ccccc12,NS(=O)(=O)c1ccc(-c2cnn3cc(-c4ccc(N5CCNCC5)nc4)cnc23)c2ccccc12,2885.625785834235,3.4602,CHEMBL4261595,ChEMBL,other,7.4,solubility
CC(c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1)N1CCCC1,CC(c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1)N1CCCC1,14079.16585137053,4.1486,CHEMBL4261595,ChEMBL,other,7.4,solubility
Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,54.621035970585744,1.7374,CHEMBL2417462,ChEMBL,other,7.0,solubility
COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1/C=C/CCCN1CCN(C)CC1,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1/C=C/CCCN1CCN(C)CC1,3405.8587836205356,3.5322,CHEMBL1142456,ChEMBL,other,7.4,solubility
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(OC(F)(F)F)cc3)cs2)cc1,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(OC(F)(F)F)cc3)cs2)cc1,700.0,2.8451,CHEMBL4145688,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)C2,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)C2,166.15186148184446,2.2205,CHEMBL3784956,ChEMBL,20 degC,7.0,solubility
CC1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,CC1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,623.1162852457176,2.7946,CHEMBL3784956,ChEMBL,20 degC,7.0,solubility
CC1(COc2ccc(-c3ccc(F)cc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,CC1(COc2ccc(-c3ccc(F)cc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,513.3640369183923,2.7104,CHEMBL3784956,ChEMBL,20 degC,7.0,solubility
CC1(COc2ccc(-c3ccc(F)nc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,CC1(COc2ccc(-c3ccc(F)nc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,8892.410351701037,3.949,CHEMBL3784956,ChEMBL,20 degC,7.0,solubility
C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,580.3367467165879,2.7637,CHEMBL3784956,ChEMBL,20 degC,7.0,solubility
Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(OP(=O)(O)O)cc4)[C@H](F)C3)C2=O)cc1,Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(OP(=O)(O)O)cc4)[C@H](F)C3)C2=O)cc1,43057564.210681744,7.634,CHEMBL4145597,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,568.6074604746622,2.7548,CHEMBL1833943,ChEMBL,other,7.0,solubility
O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,823.8541101964566,2.9159,CHEMBL1156924,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(OCc3ccccc3)cc1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(OCc3ccccc3)cc1)C2,1061.3812298198218,3.0259,CHEMBL1833943,ChEMBL,other,7.0,solubility
O=C(c1ccc(N2CCCC2)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,O=C(c1ccc(N2CCCC2)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,9600.0,3.9823,CHEMBL1157683,ChEMBL,other,7.4,solubility
O=C([C@H]1CCNC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,O=C([C@H]1CCNC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,77000.0,4.8865,CHEMBL1157683,ChEMBL,other,7.4,solubility
O=C(c1cccnc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,O=C(c1cccnc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,78000.0,4.8921,CHEMBL1157683,ChEMBL,other,7.4,solubility
COc1ccc2c(c1)NC(=O)CN2c1nc(NCCCO)nc2ccccc12,COc1ccc2c(c1)NC(=O)CN2c1nc(NCCCO)nc2ccccc12,213363.89061129862,5.3291,CHEMBL4028849,ChEMBL,other,7.4,solubility
CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc([C@H](O)C(F)(F)F)cc2)cc1,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc([C@H](O)C(F)(F)F)cc2)cc1,206000.0,5.3139,CHEMBL4304769,ChEMBL,other,7.4,solubility
CCS(=O)(=O)c1ccc(C(NC(=O)NC)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,CCS(=O)(=O)c1ccc(C(NC(=O)NC)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,155000.0,5.1903,CHEMBL4304769,ChEMBL,other,7.4,solubility
CCS(=O)(=O)c1ccc(C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,CCS(=O)(=O)c1ccc(C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,1400.0,3.1461,CHEMBL4304769,ChEMBL,other,7.4,solubility
O=C(c1ccn2c1CS[C@@H]2c1cccnc1)c1cn(Cn2ncnn2)c2cc(-c3ccc(F)cc3)ccc12,O=C(c1ccn2c1CS[C@@H]2c1cccnc1)c1cn(Cn2ncnn2)c2cc(-c3ccc(F)cc3)ccc12,287828.64341569267,5.4591,CHEMBL1128094,ChEMBL,20 degC,7.0,solubility
C[C@H]1Cn2c(nnc2C2CCC2)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,C[C@H]1Cn2c(nnc2C2CCC2)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,619000.0,5.7917,CHEMBL3739394,ChEMBL,other,7.4,solubility
O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCn2c(nnc2C(F)(F)F)C1,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCn2c(nnc2C(F)(F)F)C1,984000.0,5.993,CHEMBL3739394,ChEMBL,other,7.4,solubility
O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,2368408.8701418093,6.3745,CHEMBL2417497,ChEMBL,other,7.4,solubility
COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,1384.197187502733,3.1412,CHEMBL3603821,ChEMBL,other,7.4,solubility
NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CCN(CCCNC(=O)CCc1c[nH]c3ccccc13)C2,NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CCN(CCCNC(=O)CCc1c[nH]c3ccccc13)C2,86000.0,4.9345,CHEMBL4043273,ChEMBL,other,7.4,solubility
CC1(C)Cc2c(sc(NC(=O)Nc3ccc(Cl)cc3)c2C(N)=O)C(C)(C)N1,CC1(C)Cc2c(sc(NC(=O)Nc3ccc(Cl)cc3)c2C(N)=O)C(C)(C)N1.Cl,13000.0,4.1139,CHEMBL4043273,ChEMBL,other,7.4,solubility
CC1(COc2ccc(-c3ccc(F)nc3)nc2)CCn2cc([N+](=O)[O-])nc2O1,CC1(COc2ccc(-c3ccc(F)nc3)nc2)CCn2cc([N+](=O)[O-])nc2O1,5972.185730899399,3.7761,CHEMBL4049454,ChEMBL,20 degC,7.0,solubility
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,70.0,1.8451,CHEMBL1142252,ChEMBL,other,7.2,solubility
CN(C)C(=O)O/N=C(\c1ccn2c1CS[C@@H]2c1cccnc1)c1cn(C(=O)N(C)C)c2cc(-c3ccc(F)cc3)ccc12,CN(C)C(=O)O/N=C(\c1ccn2c1CS[C@@H]2c1cccnc1)c1cn(C(=O)N(C)C)c2cc(-c3ccc(F)cc3)ccc12,352230.447644547,5.5468,CHEMBL1128094,ChEMBL,20 degC,7.0,solubility
N#Cc1ccc(-c2ccc(CO[C@@H]3COc4nc([N+](=O)[O-])cn4C3)nn2)cc1,N#Cc1ccc(-c2ccc(CO[C@@H]3COc4nc([N+](=O)[O-])cn4C3)nn2)cc1,58184.48748560315,4.7648,CHEMBL1629541,ChEMBL,other,7.0,solubility
CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NC(=O)CCCN(C)C)nc5)cc4c32)C1,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NC(=O)CCCN(C)C)nc5)cc4c32)C1,870000.0,5.9395,CHEMBL4152224,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)F)cc3)nn1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)F)cc3)nn1)C2,3101.854461437149,3.4916,CHEMBL1629541,ChEMBL,other,7.0,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(C(F)(F)F)cc3)cn1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(C(F)(F)F)cc3)cn1)C2,1994.77658921802,3.2999,CHEMBL1629541,ChEMBL,other,7.0,solubility
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC1CCN(C)CC1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC1CCN(C)CC1,15000.0,4.1761,CHEMBL1149481,ChEMBL,other,7.4,solubility
COCCN1CCC(Oc2cc3c(Nc4cc(Cl)ccc4F)ncnc3cc2OC)CC1,COCCN1CCC(Oc2cc3c(Nc4cc(Cl)ccc4F)ncnc3cc2OC)CC1,210000.0,5.3222,CHEMBL1149481,ChEMBL,other,7.4,solubility
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,4000.0,3.6021,CHEMBL1149481,ChEMBL,other,7.4,solubility
Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21,Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21,12495.028316010634,4.0967,CHEMBL1147021,ChEMBL,other,7.4,solubility
CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(OC(F)(F)F)cc3)cs2)cc1,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(OC(F)(F)F)cc3)cs2)cc1,2500.0,3.3979,CHEMBL4145688,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)cn3)c1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)cn3)c1)C2,9521.439600767339,3.9787,CHEMBL1629541,ChEMBL,other,7.0,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)c(F)c3)nc1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)c(F)c3)nc1)C2,704.7060652024746,2.848,CHEMBL1629541,ChEMBL,20 degC,7.4,solubility
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nn1)C2,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nn1)C2,6863.501154285073,3.8365,CHEMBL1629541,ChEMBL,20 degC,7.4,solubility
CCCCNC(=O)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,CCCCNC(=O)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,11247.39271729849,4.0511,CHEMBL1138043,ChEMBL,25 degreeC,7.0,solubility
O=C(Cc1ccccc1)Nc1ccc2cc(C(=O)NO)sc2c1,O=C(Cc1ccccc1)Nc1ccc2cc(C(=O)NO)sc2c1,12267.210012337653,4.0887,CHEMBL2401613,ChEMBL,other,7.4,solubility
CCNC(=O)Nc1nc2cc(-c3cncc(F)c3)c(OCC3CCOC3)nc2s1,CCNC(=O)Nc1nc2cc(-c3cncc(F)c3)c(OCC3CCOC3)nc2s1,2000.0,3.301,CHEMBL3259758,ChEMBL,other,7.4,solubility
CCNC(=O)Nc1nc2cc(-c3ccn(CCN(C)C)c(=O)c3)c(OCC3CCOC3)nc2s1,CCNC(=O)Nc1nc2cc(-c3ccn(CCN(C)C)c(=O)c3)c(OCC3CCOC3)nc2s1,5127000.0,6.7099,CHEMBL3259758,ChEMBL,other,7.4,solubility
CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,161000.0,5.2068,CHEMBL2417539,ChEMBL,other,7.4,solubility
CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,5000.0,3.699,CHEMBL2417539,ChEMBL,other,7.4,solubility
C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,2306476.522093405,6.3629,CHEMBL1955733,ChEMBL,other,7.4,solubility
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,49536.92326405286,4.6949,CHEMBL2401705,ChEMBL,other,7.4,solubility
N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccc(C#N)cc2)CC1,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccc(C#N)cc2)CC1,140000.0,5.1461,CHEMBL2169826,ChEMBL,other,7.4,solubility
Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,47000.0,4.6721,CHEMBL3393056,ChEMBL,other,7.4,solubility
C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=N)=O)cc2F)cn1,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=N)=O)cc2F)cn1,140000.0,5.1461,CHEMBL3351317,ChEMBL,25 degC,7.4,solubility
CCN1CCN(C/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,CCN1CCN(C/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,1840.9520769794228,3.265,CHEMBL1142456,ChEMBL,other,7.4,solubility
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,1068887.6891518317,6.0289,CHEMBL1944604,ChEMBL,other,7.4,solubility
O=[N+]([O-])c1cn2c(n1)O[C@H](COc1ccc(OC(F)(F)F)cc1)C2,O=[N+]([O-])c1cn2c(n1)O[C@H](COc1ccc(OC(F)(F)F)cc1)C2,3477.683724464177,3.5413,CHEMBL3784956,ChEMBL,20 degC,7.0,solubility
COc1ccc(C2C(=O)c3ccc(OC)cc3C2c2ccccc2)cc1,COc1ccc(C2C(=O)c3ccc(OC)cc3C2c2ccccc2)cc1,135118.93951438303,5.1307,CHEMBL3785020,ChEMBL,other,7.4,solubility
COc1cc2c(cc1N1C[C@@H](C)N[C@@H](C)C1)N(S(=O)(=O)c1ccc(-c3ccccn3)s1)CC2,COc1cc2c(cc1N1C[C@@H](C)N[C@@H](C)C1)N(S(=O)(=O)c1ccc(-c3ccccn3)s1)CC2,346992.5270278029,5.5403,CHEMBL1140573,ChEMBL,other,7.4,solubility
Cn1cc2c(nc(NC(=O)NC3CCN(CC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1,Cl.Cn1cc2c(nc(NC(=O)NC3CCN(CC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1,16762349.25613782,7.2243,CHEMBL2069218,ChEMBL,other,7.4,solubility
NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,1900000.0,6.2788,CHEMBL2034885,ChEMBL,other,7.4,solubility
Cc1cc(NC(=O)Nc2ccc(C)c(Cl)c2)c2ccccc2n1,Cc1cc(NC(=O)Nc2ccc(C)c(Cl)c2)c2ccccc2n1,300.0,2.4771,CHEMBL1687688,ChEMBL,other,7.4,solubility
Cc1cc(NC(=O)Nc2ccccc2C(F)(F)F)c2ccccc2n1,Cc1cc(NC(=O)Nc2ccccc2C(F)(F)F)c2ccccc2n1,3800.0,3.5798,CHEMBL1687688,ChEMBL,other,7.4,solubility
Cc1cc(NC(=O)Nc2ccc3[nH]cnc3c2)c2ccccc2n1,Cc1cc(NC(=O)Nc2ccc3[nH]cnc3c2)c2ccccc2n1,7300.0,3.8633,CHEMBL1687688,ChEMBL,other,7.4,solubility
C=CS(=O)(=O)Nc1ccc2[nH]nc(-c3ccncc3)c2c1,C=CS(=O)(=O)Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7000.0,3.8451,CHEMBL3588785,ChEMBL,25 degC,7.4,solubility
CC(C)CN1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,CC(C)CN1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,229000.0,5.3598,CHEMBL3421631,ChEMBL,other,7.4,solubility
COCC(=O)N1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,COCC(=O)N1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,239000.0,5.3784,CHEMBL3421631,ChEMBL,other,7.4,solubility
