Smiles_unify,Smiles,value_uM,value_uM_log,ref,source,CYP_type,property
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,76032.62769,4.881,CHEMBL1141678,ChEMBL,CYP3A4,cyp_IC50
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,59020.10802,4.771,CHEMBL1141678,ChEMBL,CYP2C9,cyp_IC50
COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,COc1cc(/C=C/C(=O)/C=C/c2cc(OC)c(O)c(OC)c2)cc(OC)c1O,82.7,1.9175,CHEMBL1141678,ChEMBL,CYP2D6,cyp_IC50
CC(C)(C)c1cc(/C=C2\CC/C(=C\c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)C2=O)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(/C=C2\CC/C(=C\c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)C2=O)cc(C(C)(C)C)c1O,118576.87482,5.074,CHEMBL1141678,ChEMBL,CYP2D6,cyp_IC50
Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccc(F)c4)c3F)c2c1,Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccc(F)c4)c3F)c2c1,5.0,0.699,CHEMBL3879902,ChEMBL,CYP3A4,cyp_IC50
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccccn1,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccccn1,136.0,2.1335,CHEMBL3351828,ChEMBL,CYP3A4,cyp_IC50
CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,40.0,1.6021,CHEMBL1139246,ChEMBL,CYP2C9,cyp_IC50
O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,O=S(=O)(Nc1ccc(C(F)(F)F)nc1)c1ccccc1C(F)(F)F,1.1,0.0414,CHEMBL3853265,ChEMBL,CYP2C9,cyp_IC50
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0.2,-0.699,CHEMBL1909046,ChEMBL,CYP2C9,cyp_IC50
O=S(=O)(NC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,O=S(=O)(NC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,4.9,0.6902,CHEMBL3627709,ChEMBL,CYP2C9,cyp_IC50
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,2.0,0.301,CHEMBL1909046,ChEMBL,CYP2C9,cyp_IC50
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0.9,-0.0458,CHEMBL1909046,ChEMBL,CYP3A4,cyp_IC50
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,3.0,0.4771,CHEMBL1909046,ChEMBL,CYP2D6,cyp_IC50
Clc1ccccc1CC(c1ccccc1)N1CCNCC1,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,23.0,1.3617,CHEMBL1145304,ChEMBL,CYP2C9,cyp_IC50
COCCN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccc(C(N)=O)cc2)cc1)c1ccc(Cl)c(Cl)c1,COCCN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccc(C(N)=O)cc2)cc1)c1ccc(Cl)c(Cl)c1,2.6,0.415,CHEMBL1157450,ChEMBL,CYP3A4,cyp_IC50
CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O,3.0,0.4771,CHEMBL1140918,ChEMBL,CYP2D6,cyp_IC50
CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)CC2)nc1C,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)CC2)nc1C,5.9,0.7709,CHEMBL2417494,ChEMBL,CYP2C9,cyp_IC50
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c2ccccc2c1,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c2ccccc2c1,1.6,0.2041,CHEMBL1921748,ChEMBL,CYP3A4,cyp_IC50
COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1,5.8,0.7634,CHEMBL3352461,ChEMBL,CYP2C9,cyp_IC50
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2,Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2,36.0,1.5563,CHEMBL2439999,ChEMBL,CYP3A4,cyp_IC50
CCN(CC)C(=O)[C@@H](C)N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,CCN(CC)C(=O)[C@@H](C)N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,9.6,0.9823,CHEMBL2439999,ChEMBL,CYP3A4,cyp_IC50
COc1ccccc1N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,COc1ccccc1N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,0.8,-0.0969,CHEMBL2439999,ChEMBL,CYP3A4,cyp_IC50
COc1ccc(N2Cc3nc(C)c(CN)c(-c4ccc(Cl)cc4Cl)c3C2=O)cc1,COc1ccc(N2Cc3nc(C)c(CN)c(-c4ccc(Cl)cc4Cl)c3C2=O)cc1,0.9,-0.0458,CHEMBL2439999,ChEMBL,CYP3A4,cyp_IC50
CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,0.75,-0.1249,CHEMBL1157450,ChEMBL,CYP2D6,cyp_IC50
O=C(NCc1ccc(Cl)nc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,O=C(NCc1ccc(Cl)nc1)Nc1ccc(S(=O)(=O)c2ccccc2)cc1,1.77,0.248,CHEMBL2390826,ChEMBL,CYP2C9,cyp_IC50
CC(C)(c1cc(-c2cccc(CC(CO)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,CC(C)(c1cc(-c2cccc(CC(CO)c3ccc(S(C)(=O)=O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,3.6,0.5563,CHEMBL1155332,ChEMBL,CYP2C9,cyp_IC50
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1,61.0,1.7853,CHEMBL1240442,ChEMBL,CYP3A4,cyp_IC50
CC(C)Oc1ccc(S(=O)(=O)Cc2ccc3c(c2)CCNCC3)cn1,CC(C)Oc1ccc(S(=O)(=O)Cc2ccc3c(c2)CCNCC3)cn1,1.6,0.2041,CHEMBL1154336,ChEMBL,CYP2D6,cyp_IC50
O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)cc2)cc1,O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)cc2)cc1,0.2,-0.699,CHEMBL1154336,ChEMBL,CYP2D6,cyp_IC50
O[C@H]1CC[C@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,O[C@H]1CC[C@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,30.3,1.4814,CHEMBL2375312,ChEMBL,CYP3A4,cyp_IC50
c1ccc(CCNCCC2c3ccccc3Sc3ccccc32)cc1,c1ccc(CCNCCC2c3ccccc3Sc3ccccc32)cc1,0.26,-0.585,CHEMBL1146097,ChEMBL,CYP2D6,cyp_IC50
CC1([C@@H]2COC[C@H](COC(=O)N3CCC(N4CCCCC4)CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,CC1([C@@H]2COC[C@H](COC(=O)N3CCC(N4CCCCC4)CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,0.0015,-2.8239,CHEMBL1268982,ChEMBL,CYP3A4,cyp_IC50
N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCNCC3)cc2C2=CCCCC2)n1,N#Cc1c[nH]c(C(=O)Nc2ccc(C3CCNCC3)cc2C2=CCCCC2)n1.O=C(O)C(F)(F)F,4.1,0.6128,CHEMBL2157860,ChEMBL,CYP2C9,cyp_IC50
CN1CCN(C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,CN1CCN(C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,0.48,-0.3188,CHEMBL2163189,ChEMBL,CYP3A4,cyp_IC50
CCN1C[C@H]2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,CCN1C[C@H]2CCCC[C@@]2(c2ccc(Cl)c(Cl)c2)C1,0.25,-0.6021,CHEMBL1811752,ChEMBL,CYP2D6,cyp_IC50
CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,CN1C[C@@H]2CCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,9.83,0.9926,CHEMBL1811752,ChEMBL,CYP2C9,cyp_IC50
CNC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,CNC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,10.0,1.0,CHEMBL1154229,ChEMBL,CYP2C9,cyp_IC50
CCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,CCN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,4.346,0.6381,CHEMBL1667811,ChEMBL,CYP2D6,cyp_IC50
c1ccc2c(c1)CC(CCN1CCCC1)=C2Cc1cnccn1,c1ccc2c(c1)CC(CCN1CCCC1)=C2Cc1cnccn1,3.385,0.5296,CHEMBL1667811,ChEMBL,CYP2D6,cyp_IC50
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,27.0,1.4314,CHEMBL1208730,ChEMBL,CYP3A4,cyp_IC50
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl,16.0,1.2041,CHEMBL1208730,ChEMBL,CYP3A4,cyp_IC50
C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,2.7,0.4314,CHEMBL1156278,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3)n2)n[nH]1,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3)n2)n[nH]1,7.2,0.8573,CHEMBL3871290,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3)n2)n[nH]1,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3)n2)n[nH]1,1.4,0.1461,CHEMBL3871290,ChEMBL,CYP3A4,cyp_IC50
COc1ccccc1CC(c1ccccc1)N1CCNCC1,COc1ccccc1CC(c1ccccc1)N1CCNCC1,20.0,1.301,CHEMBL1155538,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1,29.0,1.4624,CHEMBL3871290,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1,7.2,0.8573,CHEMBL3871290,ChEMBL,CYP3A4,cyp_IC50
CC(=O)Nc1cc(-c2ccccc2)nc(-n2nc(C)cc2C)n1,CC(=O)Nc1cc(-c2ccccc2)nc(-n2nc(C)cc2C)n1,43.0,1.6335,CHEMBL1152277,ChEMBL,CYP3A4,cyp_IC50
N#Cc1c[nH]c2ccc(C3(Cc4ccccc4)CCNC3)cc12,N#Cc1c[nH]c2ccc(C3(Cc4ccccc4)CCNC3)cc12,0.8,-0.0969,CHEMBL1152295,ChEMBL,CYP2D6,cyp_IC50
O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3ccccc32)c(C(F)(F)F)c1,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3ccccc32)c(C(F)(F)F)c1,49.0,1.6902,CHEMBL1667846,ChEMBL,CYP3A4,cyp_IC50
O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(F)c1,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(F)c1,50.0,1.699,CHEMBL1667846,ChEMBL,CYP2D6,cyp_IC50
O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,31.0,1.4914,CHEMBL1667846,ChEMBL,CYP2D6,cyp_IC50
COc1cc2ccc(C(O)(c3cc[nH]n3)C(C)C)cc2cc1OC,COc1cc2ccc(C(O)(c3cc[nH]n3)C(C)C)cc2cc1OC,1.8,0.2553,CHEMBL3259743,ChEMBL,CYP3A4,cyp_IC50
COc1cc2ccc(C(O)(c3cnco3)C(C)C)cc2cc1OC,COc1cc2ccc(C(O)(c3cnco3)C(C)C)cc2cc1OC,6.5,0.8129,CHEMBL3259743,ChEMBL,CYP3A4,cyp_IC50
CC(C)C(O)(c1ccc2cc(-c3cccs3)ccc2c1)c1c[nH]nn1,CC(C)C(O)(c1ccc2cc(-c3cccs3)ccc2c1)c1c[nH]nn1,81.0,1.9085,CHEMBL3259743,ChEMBL,CYP3A4,cyp_IC50
COc1ccc(C(C)=O)cc1CSc1nc2ccccc2n1CC(=O)O,COc1ccc(C(C)=O)cc1CSc1nc2ccccc2n1CC(=O)O,24.0,1.3802,CHEMBL2046289,ChEMBL,CYP2C9,cyp_IC50
N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1.O=C(O)C(=O)O,0.4,-0.3979,CHEMBL1759901,ChEMBL,CYP2D6,cyp_IC50
CC(C)N(CCO)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,CC(C)N(CCO)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,97.8,1.9903,CHEMBL1759932,ChEMBL,CYP2D6,cyp_IC50
CCc1cccc2cc(CC(O)CNC(C)(C)C)oc12,CCc1cccc2cc(CC(O)CNC(C)(C)C)oc12,4.8,0.6812,CHEMBL1139585,ChEMBL,CYP2D6,cyp_IC50
O=C(C1CCN(c2ccncc2)CC1)N1CC[C@@H](CNS(=O)(=O)/C=C/c2ccc(-c3ccc(Cl)s3)s2)C1,O=C(C1CCN(c2ccncc2)CC1)N1CC[C@@H](CNS(=O)(=O)/C=C/c2ccc(-c3ccc(Cl)s3)s2)C1,7.97,0.9015,CHEMBL1140480,ChEMBL,CYP2D6,cyp_IC50
CN(C(=O)CCC(=O)Nc1nccs1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CN(C(=O)CCC(=O)Nc1nccs1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,3.4,0.5315,CHEMBL1144622,ChEMBL,CYP2D6,cyp_IC50
CN(C(=O)CCC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CN(C(=O)CCC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,8.6,0.9345,CHEMBL1144622,ChEMBL,CYP2D6,cyp_IC50
Cc1ccccc1-c1nncc2cc(-c3c(C)ccc4c(NC5CC5)noc34)ccc12,Cc1ccccc1-c1nncc2cc(-c3c(C)ccc4c(NC5CC5)noc34)ccc12,1.8,0.2553,CHEMBL1140162,ChEMBL,CYP3A4,cyp_IC50
Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(NC(C)C)nncc2c1,Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(NC(C)C)nncc2c1,5.6,0.7482,CHEMBL1140162,ChEMBL,CYP3A4,cyp_IC50
Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,Cc1cc(C(=O)O)ccc1NC(=O)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,19.0,1.2788,CHEMBL1667846,ChEMBL,CYP2C9,cyp_IC50
O=C(Cn1ccnc1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,O=C(Cn1ccnc1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,0.3,-0.5229,CHEMBL1148787,ChEMBL,CYP3A4,cyp_IC50
COc1ccccc1/C=C/C(=O)c1cccnc1,COc1ccccc1/C=C/C(=O)c1cccnc1,1.74,0.2405,CHEMBL4007432,ChEMBL,CYP2D6,cyp_IC50
COc1ccc(/C=C/C(=O)c2cccnc2)c(OC)c1OC,COc1ccc(/C=C/C(=O)c2cccnc2)c(OC)c1OC,8.8,0.9445,CHEMBL4007432,ChEMBL,CYP2D6,cyp_IC50
Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2nncs2)cc1Cl,0.658,-0.1818,CHEMBL4038312,ChEMBL,CYP2C9,cyp_IC50
O=C(O)c1cc(Cl)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,O=C(O)c1cc(Cl)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,50.0,1.699,CHEMBL3351344,ChEMBL,CYP3A4,cyp_IC50
CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,20.0,1.301,CHEMBL2069245,ChEMBL,CYP3A4,cyp_IC50
CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,6.0,0.7782,CHEMBL2069245,ChEMBL,CYP3A4,cyp_IC50
COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC,2.5,0.3979,CHEMBL3400139,ChEMBL,CYP3A4,cyp_IC50
CN1CC[C@H](c2ccc(Cl)cc2)[C@@H](COc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,CN1CC[C@H](c2ccc(Cl)cc2)[C@@H](COc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,0.14,-0.8539,CHEMBL3352194,ChEMBL,CYP3A4,cyp_IC50
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,11.0,1.0414,CHEMBL1268946,ChEMBL,CYP3A4,cyp_IC50
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1,60.0,1.7782,CHEMBL1146097,ChEMBL,CYP2D6,cyp_IC50
CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,16.2,1.2095,CHEMBL2434948,ChEMBL,CYP3A4,cyp_IC50
CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,1.5,0.1761,CHEMBL1641425,ChEMBL,CYP2D6,cyp_IC50
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1,2.5,0.3979,CHEMBL3393021,ChEMBL,CYP3A4,cyp_IC50
O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,1.0,0.0,CHEMBL3393056,ChEMBL,CYP2C9,cyp_IC50
COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(C#N)c(C)cc5[nH]4)CC3)c2c1,COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(C#N)c(C)cc5[nH]4)CC3)c2c1,28.0,1.4472,CHEMBL3352071,ChEMBL,CYP2D6,cyp_IC50
COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)c2ccccc12,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)c2ccccc12,4.5,0.6532,CHEMBL1671812,ChEMBL,CYP3A4,cyp_IC50
Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4c(F)cccc43)cccc2cn1,Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4c(F)cccc43)cccc2cn1,11.0,1.0414,CHEMBL3352000,ChEMBL,CYP2D6,cyp_IC50
CC(C)C(O)(c1ccc2cc(OC(F)F)ccc2c1)c1c[nH]nn1,CC(C)C(O)(c1ccc2cc(OC(F)F)ccc2c1)c1c[nH]nn1,14.0,1.1461,CHEMBL3259743,ChEMBL,CYP3A4,cyp_IC50
O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,0.62,-0.2076,CHEMBL3853265,ChEMBL,CYP3A4,cyp_IC50
O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,7.7,0.8865,CHEMBL1667846,ChEMBL,CYP3A4,cyp_IC50
O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,32.0,1.5051,CHEMBL1667846,ChEMBL,CYP2D6,cyp_IC50
O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1,0.2,-0.699,CHEMBL3865840,ChEMBL,CYP2C9,cyp_IC50
COc1ccc(CCNc2nc3cc(OC)ccc3c(=O)n2C)cc1,COc1ccc(CCNc2nc3cc(OC)ccc3c(=O)n2C)cc1,10.0,1.0,CHEMBL3853353,ChEMBL,CYP3A4,cyp_IC50
CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,22.0,1.3424,CHEMBL3259553,ChEMBL,CYP2C9,cyp_IC50
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,3.2,0.5051,CHEMBL3400044,ChEMBL,CYP3A4,cyp_IC50
CC(C)c1nc(C(=O)NC2CCN(CCF)CC2)c2ccccn12,CC(C)c1nc(C(=O)NC2CCN(CCF)CC2)c2ccccn12,27.3,1.4362,CHEMBL3739407,ChEMBL,CYP3A4,cyp_IC50
