Smiles_unify,Smiles,value,unit,species,conc,Presence of NADPH/NADP,source
Cn1ncc2cc(Nc3n[nH]c4cccnc34)ccc21,Cn1ncc2cc(Nc3n[nH]c4cccnc34)ccc21,1.6031443726201824,log10(mL.min-1.g-1),rat,none,none,CHEMBL4233472
Cc1ccc2nc(N3CCCc4cc(F)ccc4C3)cc(NCCN)c2c1,Cc1ccc2nc(N3CCCc4cc(F)ccc4C3)cc(NCCN)c2c1,1.5185139398778875,log10(mL.min-1.g-1),rat,none,none,CHEMBL4158587
Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCN)c2c1,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCN)c2c1,2.2041199826559246,log10(mL.min-1.g-1),rat,none,none,CHEMBL4158587
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2oc(C3CC3)nc2c1,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2oc(C3CC3)nc2c1,2.0718820073061255,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3112163
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,1.9493900066449128,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3112163
O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cncnc2)cc1,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cncnc2)cc1,2.093421685162235,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3112163
Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)cc1,Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)cc1,1.2174839442139063,log10(mL.min-1.g-1),rat,none,none,CHEMBL4124680
O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,O=C(c1ccc(-n2nnc3cccnc32)cc1)N(c1ncccc1Cl)[C@@H]1CCCNC1,0.9867717342662449,log10(mL.min-1.g-1),human,none,none,CHEMBL4124681
CN(C)c1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1,CN(C)c1cncc(-c2ccc(C(=O)N(c3ncccc3Cl)[C@@H]3CCCNC3)cc2)n1,1.2600713879850747,log10(mL.min-1.g-1),human,none,none,CHEMBL4124681
CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,1.4522465745204372,log10(mL.min-1.g-1),rat,none,none,CHEMBL4026945
O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(Cl)cn2)cc1,O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(Cl)cn2)cc1,1.863322860120456,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3796127
O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2nccc(C(F)(F)F)n2)cc1,O=C(NO)[C@]1(F)[C@H](c2ccccc2)[C@H]1c1ccc(-c2nccc(C(F)(F)F)n2)cc1,2.41161970596323,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3796127
COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2ccc(C)nc2)c1F,COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2ccc(C)nc2)c1F,1.380211241711606,log10(mL.min-1.g-1),human,none,none,CHEMBL4481701
COc1nc2ccc(C#N)cc2cc1C(c1cccc(C)c1)C(O)(CCN(C)C)c1cccnc1OC,COc1nc2ccc(C#N)cc2cc1C(c1cccc(C)c1)C(O)(CCN(C)C)c1cccnc1OC,1.0413926851582251,log10(mL.min-1.g-1),human,none,none,CHEMBL4481701
COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)c(OC)nc1OC,COc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)c(OC)nc1OC,0.6989700043360189,log10(mL.min-1.g-1),human,none,none,CHEMBL4481701
CCOc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(C)C)n1,CCOc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(C)C)n1,0.8450980400142568,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4481702
CCOc1cc(C(O)(CCN(C)C)C(c2cc(OC)nc(OC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC(C)C)n1,CCOc1cc(C(O)(CCN(C)C)C(c2cc(OC)nc(OC)c2)c2cc3cc(Br)ccc3nc2OC)cc(OC(C)C)n1,0.36172783601759284,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4481702
COc1cc(-c2nnc3n2CCCC32OCc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,COc1cc(-c2nnc3n2CCCC32OCc3ccccc3N(CC(F)(F)F)C2=O)ccc1-c1cnc(C)o1,1.792391689498254,log10(mL.min-1.g-1),mouse,1 umol/L,none,CHEMBL3815586
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1.932980821923198,log10(mL.min-1.g-1),human,derived from liver microsomes,human liver,CHEMBL4345966
O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(Cl)cc2N2CCCC2)CC1,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(Cl)cc2N2CCCC2)CC1,1.5314789170422551,log10(mL.min-1.g-1),human,none,none,CHEMBL4309852
O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2cccc(Cl)c2N2CCOCC2)CC1,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2cccc(Cl)c2N2CCOCC2)CC1,1.8808135922807914,log10(mL.min-1.g-1),human,none,none,CHEMBL4309852
COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3[nH]ncc3c2)C1,COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3[nH]ncc3c2)C1,2.972665592266111,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4252004
CC(=O)NCCNc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,CC(=O)NCCNc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,1.568201724066995,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3779195
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-1.0555173278498313,log10(mL.min-1.g-1),human,2 uL,none,CHEMBL4276536
CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,0.414973347970818,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
Cc1cc(CN(C)C(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)on1,Cc1cc(CN(C)C(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)on1,0.43136376415898736,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c(OC)c1,COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c(OC)c1,1.2068258760318498,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
N#Cc1cccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c1,N#Cc1cccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c1,0.9956351945975499,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
CS(=O)(=O)Oc1cccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c1,CS(=O)(=O)Oc1cccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c1,0.9344984512435677,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
Cc1cccc(C)c1C(=O)NC(c1ccncc1)C12CCC(CC1)N2,Cc1cccc(C)c1C(=O)NC(c1ccncc1)C12CCC(CC1)N2,1.1760912590556813,log10(mL.min-1.g-1),human,none,none,CHEMBL4221492
CCCNc1nc(Nc2ccc3c(c2)NC(=O)COC3(C)C)nc2ccoc12,CCCNc1nc(Nc2ccc3c(c2)NC(=O)COC3(C)C)nc2ccoc12,2.5720928903039053,log10(mL.min-1.g-1),rat,none,none,CHEMBL4007649
CC1(C)OCC(=O)Nc2cc(Nc3nc(NC4CC4)c4occc4n3)ccc21,CC1(C)OCC(=O)Nc2cc(Nc3nc(NC4CC4)c4occc4n3)ccc21,2.3010299956639813,log10(mL.min-1.g-1),rat,none,none,CHEMBL4007649
COc1ccc(S(=O)(=O)N2C(=O)C(c3cc(OC)ccc3OC)(N3CCN(c4ccncc4)CC3)c3cc(C#N)ccc32)c(OC)c1,COc1ccc(S(=O)(=O)N2C(=O)C(c3cc(OC)ccc3OC)(N3CCN(c4ccncc4)CC3)c3cc(C#N)ccc32)c(OC)c1,1.7634279935629373,log10(mL.min-1.g-1),rat,none,none,CHEMBL4266691
CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(F)c3cccnc23)c2ccc(C#N)cc21,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(F)c3cccnc23)c2ccc(C#N)cc21,2.0755469613925306,log10(mL.min-1.g-1),rat,none,none,CHEMBL4266691
Cc1ncc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3CC3)c2=O)s1,Cc1ncc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3CC3)c2=O)s1,2.2041199826559246,log10(mL.min-1.g-1),human,none,none,CHEMBL4265330
CCn1c(=O)n(Cc2nnc(C)s2)c(=O)c2cc(S(=O)(=O)NC3(C)CC3)ccc21,CCn1c(=O)n(Cc2nnc(C)s2)c(=O)c2cc(S(=O)(=O)NC3(C)CC3)ccc21,1.2304489213782739,log10(mL.min-1.g-1),human,none,none,CHEMBL4265330
Cn1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)cn1,Cn1cc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3COC3)c2=O)cn1,1.2041199826559248,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4265331
Cc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccccc1,Cc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccccc1,1.505149978319906,log10(mL.min-1.g-1),rat,none,none,CHEMBL884579
COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.9030899869919435,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3788775
OC12CC3CC(C1)CC(NCc1cnc(N4CCCCC4)nc1)(C3)C2,OC12CC3CC(C1)CC(NCc1cnc(N4CCCCC4)nc1)(C3)C2,2.4513258084895195,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4270413
Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCC3)CC1)cn2C,Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCC3)CC1)cn2C,1.591064607026499,log10(mL.min-1.g-1),human,none,none,CHEMBL4266714
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,1.5563025007672873,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL928910
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,1.2041199826559248,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL928910
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C,1.5440680443502757,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL928911
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,0.9542425094393249,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL928911
Cc1ccccc1NC1CN(S(=O)(=O)c2cn(C)cn2)CC1c1ccccc1,Cc1ccccc1NC1CN(S(=O)(=O)c2cn(C)cn2)CC1c1ccccc1,2.9622130183603903,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4150726
Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,2.5440680443502757,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4150726
Cn1cnc(S(=O)(=O)N2CC(Nc3ccnc(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,Cn1cnc(S(=O)(=O)N2CC(Nc3ccnc(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,1.52283531366053,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4150726
Cn1cnc(S(=O)(=O)N2C[C@H](Nc3ccc(F)c(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,Cn1cnc(S(=O)(=O)N2C[C@H](Nc3ccc(F)c(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,3.3324384599156054,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4150726
Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,3.367976164873463,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4150727
Cn1cc(S(=O)(=O)N2C[C@H](Nc3ccc(F)c(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)nn1,Cn1cc(S(=O)(=O)N2C[C@H](Nc3ccc(F)c(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)nn1,4.000723366143026,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4150727
Cn1cnc(S(=O)(=O)N2C[C@H](COc3cccc(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,Cn1cnc(S(=O)(=O)N2C[C@H](COc3cccc(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,4.300305640172895,log10(mL.min-1.g-1),rat,0.5 uM,none,CHEMBL4150727
CC(C)C1CCNC(=O)C(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C1,CC(C)C1CCNC(=O)C(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C1,1.7075701760979363,log10(mL.min-1.g-1),human,none,per mg protein,CHEMBL947027
COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,1.8573324964312685,log10(mL.min-1.g-1),mouse,none,none,CHEMBL947028
O=C(NC1CC1)c1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,O=C(NC1CC1)c1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.3424226808222063,log10(mL.min-1.g-1),mouse,none,none,CHEMBL947028
Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,0.0,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4158594
NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,2.089905111439398,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4254951
COc1cccc2nccc(Nc3cc(-c4cc(Cl)ccc4F)ncc3C)c12,COc1cccc2nccc(Nc3cc(-c4cc(Cl)ccc4F)ncc3C)c12,2.4800069429571505,log10(mL.min-1.g-1),rat,none,none,CHEMBL4012447
COC(=O)N(Cc1ccccc1F)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,COC(=O)N(Cc1ccccc1F)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,1.7269715836828767,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL4016794
COC(=O)N(Cc1ccc(F)cc1)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,COC(=O)N(Cc1ccc(F)cc1)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,1.6020599913279623,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL4016794
CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1,CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1,1.662757831681574,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4137951
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N1CCOCC1,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N1CCOCC1,1.662757831681574,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL928910
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,1.662757831681574,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL928911
C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(N)=O,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(N)=O,1.3424226808222062,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL928911
C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N(C)C,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N(C)C,1.8864907251724818,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL928911
O=C(Nc1cc(Cl)cc(Cl)c1)N1CCc2sccc2C1c1ccc(C(F)(F)F)cc1,O=C(Nc1cc(Cl)cc(Cl)c1)N1CCc2sccc2C1c1ccc(C(F)(F)F)cc1,1.06707085604537,log10(mL.min-1.g-1),human,1 uM,glucose-6-phosphate,CHEMBL4323800
O=C(Nc1cc(Cl)cc(Cl)c1)N1CCc2sccc2C1c1ccc(F)c(F)c1,O=C(Nc1cc(Cl)cc(Cl)c1)N1CCc2sccc2C1c1ccc(F)c(F)c1,1.1248301494138593,log10(mL.min-1.g-1),human,1 uM,glucose-6-phosphate,CHEMBL4323800
COc1ccc(C2c3ccsc3CCN2C(=O)Nc2ccc(Cl)cc2)cc1,COc1ccc(C2c3ccsc3CCN2C(=O)Nc2ccc(Cl)cc2)cc1,1.2631624649622166,log10(mL.min-1.g-1),human,1 uM,glucose-6-phosphate,CHEMBL4323800
O=C(Nc1ccc(F)c(OC(F)(F)F)c1)N1CCc2sccc2C1c1ccc(Cl)cc1,O=C(Nc1ccc(F)c(OC(F)(F)F)c1)N1CCc2sccc2C1c1ccc(Cl)cc1,1.1248301494138593,log10(mL.min-1.g-1),human,1 uM,glucose-6-phosphate,CHEMBL4323800
O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2sccc2C1c1ccc(Cl)cc1,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2sccc2C1c1ccc(Cl)cc1,1.0,log10(mL.min-1.g-1),human,1 uM,glucose-6-phosphate,CHEMBL4323800
Cc1ccc(C2c3ccsc3CCN2C(=O)Nc2cc(Cl)cc(Cl)c2)cc1,Cc1ccc(C2c3ccsc3CCN2C(=O)Nc2cc(Cl)cc(Cl)c2)cc1,1.3010299956639813,log10(mL.min-1.g-1),human,1 uM,glucose-6-phosphate,CHEMBL4323800
C[C@H]1CCCC[C@H]1NC(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,C[C@H]1CCCC[C@H]1NC(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,1.9493900066449128,log10(mL.min-1.g-1),mouse,none,none,CHEMBL3090443
Cc1c(-c2ccc(N3CC[C@H](F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,Cc1c(-c2ccc(N3CC[C@H](F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,2.295347148333618,log10(mL.min-1.g-1),human,none,none,CHEMBL4050711
Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCO)c2c1,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCO)c2c1,1.9084850188786497,log10(mL.min-1.g-1),rat,none,none,CHEMBL4158587
Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,1.591064607026499,log10(mL.min-1.g-1),human,none,none,CHEMBL4149761
C[C@@H](N[C@H]1CCN(c2ccc(-c3nn[nH]n3)cc2)C1)c1cccc2ccccc12,C[C@@H](N[C@H]1CCN(c2ccc(-c3nn[nH]n3)cc2)C1)c1cccc2ccccc12.Cl,1.6232492903979006,log10(mL.min-1.g-1),rat,none,none,CHEMBL4122636
Cc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,Cc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,1.9084850188786497,log10(mL.min-1.g-1),rat,none,none,CHEMBL4122934
CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(OC)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(OC)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,0.568201724066995,log10(mL.min-1.g-1),human,presence of NADPH,human liver microsomes,CHEMBL4380111
Nc1ncc(-c2cccc(N3CCNCC3)c2)cc1C(=O)Nc1ccncc1,Nc1ncc(-c2cccc(N3CCNCC3)c2)cc1C(=O)Nc1ccncc1,1.8512583487190752,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4402358
O=c1nc(N2CCC3(CC2)CC3)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,O=c1nc(N2CCC3(CC2)CC3)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,1.9206450014067875,log10(mL.min-1.g-1),mouse,2.5 uL,mouse liver microsomes,CHEMBL4402370
CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,2.255272505103306,log10(mL.min-1.g-1),human,none,none,CHEMBL4344878
C[C@@H](NC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1)c1ccncc1,C[C@@H](NC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1)c1ccncc1,1.2741578492636798,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,1.7993405494535817,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
Cc1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,Cc1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,2.3884742076309493,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
CC(C)Oc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,CC(C)Oc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.6532125137753437,log10(mL.min-1.g-1),mouse,1uM,none,CHEMBL1862765
C[C@@H]1CN(c2nc(-c3cnn(C)c3)ncc2C#N)CCN1C(=O)C1CC1,C[C@@H]1CN(c2nc(-c3cnn(C)c3)ncc2C#N)CCN1C(=O)C1CC1,1.3222192947339193,log10(mL.min-1.g-1),human,none,none,CHEMBL4603240
CC(C)N(CC(=O)Nc1cc(F)cc(F)c1)C(=O)c1ccc(-c2ccccn2)cc1,CC(C)N(CC(=O)Nc1cc(F)cc(F)c1)C(=O)c1ccc(-c2ccccn2)cc1,0.25527250510330607,log10(mL.min-1.g-1),rat,none,none,CHEMBL1838609
O=C(CN(CC1CCC1)C(=O)c1ccc(-c2ccccn2)cc1)Nc1cc(F)cc(F)c1,O=C(CN(CC1CCC1)C(=O)c1ccc(-c2ccccn2)cc1)Nc1cc(F)cc(F)c1,0.6812412373755872,log10(mL.min-1.g-1),rat,none,none,CHEMBL1838609
COc1cc(N2CCN(C(=O)Cn3cnc4c(C(F)(F)F)cccc43)CC2)ccc1-c1cnc(C)o1,COc1cc(N2CCN(C(=O)Cn3cnc4c(C(F)(F)F)cccc43)CC2)ccc1-c1cnc(C)o1,1.0791812460476249,log10(mL.min-1.g-1),rat,none,none,CHEMBL3405286
O=C(NC1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,O=C(NC1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.3979400086720376,log10(mL.min-1.g-1),human,none,none,CHEMBL1943708
