Smiles_unify,Smiles,value,source,concentration,spec,property
CCP(=O)(OC)c1ccc2nc(-c3ccc4ncccc4c3)oc2c1,CCP(=O)(OC)c1ccc2nc(-c3ccc4ncccc4c3)oc2c1,80.0,CHEMBL4621466,,Human,ppb
Cc1cc(C[C@@H](NC(=O)N2CCC3(CC2)OC(=O)Nc2ncccc23)C(=O)N[C@@H](CC2CCNCC2)C(=O)N2CCN(c3ccncc3)CC2)cc2cn[nH]c12,Cc1cc(C[C@@H](NC(=O)N2CCC3(CC2)OC(=O)Nc2ncccc23)C(=O)N[C@@H](CC2CCNCC2)C(=O)N2CCN(c3ccncc3)CC2)cc2cn[nH]c12,36.0,CHEMBL4613006,,Human Plasma,ppb
CC(C)c1c(-c2cnn(C(C)(C)C)c2)[nH]c2c(C#N)cnn2c1=O,CC(C)c1c(-c2cnn(C(C)(C)C)c2)[nH]c2c(C#N)cnn2c1=O,98.8,CHEMBL4427149,,Human,ppb
c1ccn2ncc(-c3ccnc(NC4CC4)n3)c2c1,c1ccn2ncc(-c3ccnc(NC4CC4)n3)c2c1,91.0,CHEMBL4325182,,Human,ppb
O=c1[nH]cnc2c(-n3cc(CCN4CCC5(CCc6ccccc65)CC4)cn3)nccc12,O=c1[nH]cnc2c(-n3cc(CCN4CCC5(CCc6ccccc65)CC4)cn3)nccc12,89.0,CHEMBL4353742,,Human Plasma,ppb
O=C(Nc1cccnc1)c1ccc(CNS(=O)(=O)c2ccc(N3CCOCC3)cc2)cc1,O=C(Nc1cccnc1)c1ccc(CNS(=O)(=O)c2ccc(N3CCOCC3)cc2)cc1,76.2,CHEMBL4343695,,Human Plasma,ppb
Clc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1Cl,Clc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1Cl,97.8,CHEMBL4345091,5 mM,Human Plasma,ppb
Fc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1Cl,Fc1ccc(Oc2ccc(-c3noc(-c4n[nH]cc4Cl)n3)cc2)cc1Cl,91.2,CHEMBL4345091,5 mM,Human Plasma,ppb
CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,CC(C)N(C)Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,99.9,CHEMBL4415877,2 uM,Human Plasma,ppb
N#Cc1cccc(Nc2cccc(-c3cnn4ncccc34)c2)c1,N#Cc1cccc(Nc2cccc(-c3cnn4ncccc34)c2)c1,99.0,CHEMBL4325182,,Human,ppb
CN(CCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1)C(=O)OC(C)(C)C,CN(CCNc1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1)C(=O)OC(C)(C)C,95.0,CHEMBL4373163,,Human,ppb
O=C(O)CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,O=C(O)CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,78.0,CHEMBL4373163,,Human,ppb
COc1ccc(NC(=O)c2ccc(-c3cnc(N4CCCN(C)CC4)nc3)cc2O)cc1Cl,COc1ccc(NC(=O)c2ccc(-c3cnc(N4CCCN(C)CC4)nc3)cc2O)cc1Cl,100.0,CHEMBL4373163,,Human,ppb
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,87.0,CHEMBL900675,,Human Serum,ppb
CC(C)[C@H](C[C@@H]1OC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,CC(C)[C@H](C[C@@H]1OC(=O)NC1=O)c1ccc(-c2ccc3cccc(F)c3c2)[nH]c1=O,99.68,CHEMBL4689789,,Human,ppb
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,99.0,CHEMBL4808869,,Human Plasma,ppb
CC1(C)Cc2c(c(C(=O)Nc3cc(C(F)(F)F)ccc3F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,CC1(C)Cc2c(c(C(=O)Nc3cc(C(F)(F)F)ccc3F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,99.96,CHEMBL4221868,10 uM,Human,ppb
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccc2occc2c1,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1ccc2occc2c1,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cc2ccccc2o1,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cc2ccccc2o1,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCN2C,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCN2C,98.6,CHEMBL4221363,,Human,ppb
C[C@H]1COc2c(N3C[C@H]4CC(F)(F)C[C@@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,C[C@H]1COc2c(N3C[C@H]4CC(F)(F)C[C@@H](N)[C@H]4C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,82.0,CHEMBL4809372,10 uM,Human,ppb
[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,[2H]/C(c1nc[nH]c1C(C)(C)C)=c1/[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,97.9,CHEMBL4236084,2 uM,Human Plasma,ppb
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,99.7,CHEMBL4189510,1 mM,Human Plasma,ppb
COC(=O)c1cccn1-c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,COC(=O)c1cccn1-c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,81.0,CHEMBL839458,,Human Serum,ppb
CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,CC(=O)N1CCN(c2ccc(CN3[C@@H](C)CC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,95.0,CHEMBL4480199,,Human Plasma,ppb
Cc1c(Cl)nc(NCc2ccc3c(n2)NCCC3)c(=O)n1CC(=O)N[C@@H](CC(=O)O)c1cccc(F)c1,Cc1c(Cl)nc(NCc2ccc3c(n2)NCCC3)c(=O)n1CC(=O)N[C@@H](CC(=O)O)c1cccc(F)c1,98.5,CHEMBL619354,,Human,ppb
O=C(Cn1cnc([N+](=O)[O-])n1)N1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,92.4,CHEMBL4179611,5 uM,Human,ppb
O=C(NCCc1csc(-c2ccccc2)n1)N1CCCCC1,O=C(NCCc1csc(-c2ccccc2)n1)N1CCCCC1,90.0,CHEMBL4718778,,Human Plasma,ppb
COc1c(Nc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1C[C@@H]2COC[C@@H](C1)N2C(=O)OC1(C)CC1,COc1c(Nc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1C[C@@H]2COC[C@@H](C1)N2C(=O)OC1(C)CC1,85.5,CHEMBL4149817,10 uM,Human Plasma,ppb
NC(=O)c1ccn(-c2cnc(NCC3(c4ncccc4F)CCC3)nc2)c1,NC(=O)c1ccn(-c2cnc(NCC3(c4ncccc4F)CCC3)nc2)c1,49.0,CHEMBL4845168,5 uM,Human,ppb
COCCNc1cc(NC(=O)N2CCCc3cc(CO)c(C=O)nc32)ncc1C#N,COCCNc1cc(NC(=O)N2CCCc3cc(CO)c(C=O)nc32)ncc1C#N,91.0,CHEMBL4723219,5 uM,Human Plasma,ppb
COCc1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,COCc1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,98.1,CHEMBL4705933,,Human,ppb
CO[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,CO[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,97.7,CHEMBL4705933,,Human,ppb
Cc1ccc(NCc2ccc3c(n2)NCCC3)c(=O)n1CC(=O)N[C@@H](CC(=O)O)c1cccnc1,Cc1ccc(NCc2ccc3c(n2)NCCC3)c(=O)n1CC(=O)N[C@@H](CC(=O)O)c1cccnc1,91.2,CHEMBL619354,,Human,ppb
Nc1nccc(-c2cnn3ncccc23)n1,Nc1nccc(-c2cnn3ncccc23)n1,58.0,CHEMBL4325182,,Human,ppb
CCn1nccc1Nc1ncnc2ccc(-c3cccc(N4CCOCC4)c3)cc12,CCn1nccc1Nc1ncnc2ccc(-c3cccc(N4CCOCC4)c3)cc12,93.9,CHEMBL4140735,,Human,ppb
COc1cnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)cn1,COc1cnc(Nc2ncnc3ccc(-c4cccc(N5CCOCC5)c4)cc23)cn1,98.3,CHEMBL4140735,,Human,ppb
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2C3CCC2CN(C)C3)cn1,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2C3CCC2CN(C)C3)cn1,97.0,CHEMBL4275080,,Human,ppb
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,78.9,CHEMBL4275080,,Human,ppb
Nc1nc(OCc2ccccc2)c2[nH]nnc2n1,Nc1nc(OCc2ccccc2)c2[nH]nnc2n1,99.4,CHEMBL4329752,,Human,ppb
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,99.5,CHEMBL4430451,,Human Serum,ppb
COCCNc1cc(O)c2c(=O)c3c(-c4nccs4)[nH]c(Cc4ccc5c(c4)OCO5)c3oc2c1,COCCNc1cc(O)c2c(=O)c3c(-c4nccs4)[nH]c(Cc4ccc5c(c4)OCO5)c3oc2c1,97.7,CHEMBL4200938,1 uM,Human Plasma,ppb
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,98.0,CHEMBL4610172,,Human,ppb
Cc1nc(C)c(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)[nH]1,Cc1nc(C)c(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)[nH]1,47.0,CHEMBL4236912,1 ug/ml,Human Blood,ppb
CC(C)c1c(-c2cnn(C3CCC3)c2)[nH]c2c(C#N)cnn2c1=O,CC(C)c1c(-c2cnn(C3CCC3)c2)[nH]c2c(C#N)cnn2c1=O,99.6,CHEMBL4427149,,Human,ppb
CCn1cc(-c2[nH]c3c(C#N)cnn3c(=O)c2C(C)C)cn1,CCn1cc(-c2[nH]c3c(C#N)cnn3c(=O)c2C(C)C)cn1,99.5,CHEMBL4427149,,Human,ppb
CCNC(=O)c1c(O)c2ccncc2[nH]c1=O,CCNC(=O)c1c(O)c2ccncc2[nH]c1=O,70.0,CHEMBL4432262,,Human,ppb
O=C(O)CNC(=O)C1=C(O)CC2(CCC2)N(Cc2ccc(-c3ccccc3)cc2)C1=O,O=C(O)CNC(=O)C1=C(O)CC2(CCC2)N(Cc2ccc(-c3ccccc3)cc2)C1=O,99.5,CHEMBL4122059,1 ug/ml,Human Serum,ppb
O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)C2CCOCC2)CC1,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(C(=O)C2CCOCC2)CC1,94.1,CHEMBL4703209,1 uM,Human,ppb
O=C(Nc1ccc(OC(F)(F)F)c(F)c1)NC1CCN(C(=O)C2CCCOC2)CC1,O=C(Nc1ccc(OC(F)(F)F)c(F)c1)NC1CCN(C(=O)C2CCCOC2)CC1,99.4,CHEMBL4703209,1 uM,Human,ppb
CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCC[C@H]2c2cc3nc(N4CCC4)cc1n3n2,CN1CCNC(=O)COc2ccc(F)cc2C(=O)N2CCCC[C@H]2c2cc3nc(N4CCC4)cc1n3n2,87.0,CHEMBL4705575,1 ug/ml,Human Plasma,ppb
CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,0.0,CHEMBL4809077,40 uM,Human Plasma,ppb
c1coc(CNc2ncnc3cn[nH]c23)c1,c1coc(CNc2ncnc3cn[nH]c23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
c1coc(CNc2ccnc3[nH]cnc23)c1,c1coc(CNc2ccnc3[nH]cnc23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
c1coc(CNc2ncnc3[nH]cnc23)c1,c1coc(CNc2ncnc3[nH]cnc23)c1,12.9,CHEMBL4724731,10 uM,Human,ppb
Clc1cc2[nH]cnc2c(NCc2ccco2)n1,Clc1cc2[nH]cnc2c(NCc2ccco2)n1,12.9,CHEMBL4724731,10 uM,Human,ppb
O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@H]3CCCNC3)c2)c1F,O=C(O)Cc1ccccc1NC(=O)c1cccc(-c2ccc(Cl)c(O[C@H]3CCCNC3)c2)c1F,98.6,CHEMBL4729957,5 uM,Human,ppb
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6sc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6sc(N)nc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,98.9,CHEMBL4315698,10 uM,Human Plasma,ppb
N#Cc1cccc(Nc2nccc(-c3c(CO)nn4nc(N5CCOCC5)ccc34)n2)c1,N#Cc1cccc(Nc2nccc(-c3c(CO)nn4nc(N5CCOCC5)ccc34)n2)c1,100.0,CHEMBL4325182,,Human,ppb
c1cncc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)c1,c1cncc(Nc2nccc(-c3c(C4CC4)nn4ncccc34)n2)c1,98.0,CHEMBL4325182,,Human,ppb
COC(=O)C1CC=CCC1c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,COC(=O)C1CC=CCC1c1ccc(CNc2nccc(C)c2NC(=O)CC#N)cc1,96.0,CHEMBL839458,,Human Serum,ppb
CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,87.0,CHEMBL4373163,,Human,ppb
O=C(O)[C@@H]1CCCN1c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,O=C(O)[C@@H]1CCCN1c1ncc(-c2ccc3c(Nc4cnccn4)ccnc3c2)cn1,95.0,CHEMBL4373163,,Human,ppb
CN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,CN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,75.0,CHEMBL4373163,,Human,ppb
c1cnc(Nc2ccnc3cc(-c4cnc(N5CCCCCC5)nc4)ccc23)cn1,c1cnc(Nc2ccnc3cc(-c4cnc(N5CCCCCC5)nc4)ccc23)cn1,99.0,CHEMBL4373163,,Human,ppb
CN1CCN(c2ncc(-c3ccc4c(NC5CCCCC5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(NC5CCCCC5)ccnc4c3)cn2)CC1,85.0,CHEMBL4373163,,Human,ppb
CN1CCN(c2ncc(-c3ccc4c(NC5CCOCC5)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(NC5CCOCC5)ccnc4c3)cn2)CC1,50.0,CHEMBL4373163,,Human,ppb
COCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,COCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,96.48,CHEMBL4366144,,Human,ppb
O=C(O)c1cccc(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)c1,O=C(O)c1cccc(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)c1,98.9,CHEMBL4619318,,Human,ppb
O=C(CC12CCC(C(=O)O)(CC1)C2)N1CCc2c(n(Cc3ccc(F)cc3)c3ncccc23)C1,O=C(CC12CCC(C(=O)O)(CC1)C2)N1CCc2c(n(Cc3ccc(F)cc3)c3ncccc23)C1,99.0,CHEMBL4619318,,Human,ppb
CN1CCN(c2ncc(-c3ccc4c(N[C@@H]5CCCC[C@H]5O)ccnc4c3)cn2)CC1,CN1CCN(c2ncc(-c3ccc4c(N[C@@H]5CCCC[C@H]5O)ccnc4c3)cn2)CC1,63.0,CHEMBL4373163,,Human,ppb
Cc1cncc(Nc2ccnc3cc(-c4cnc(N5CCCN(C)CC5)nc4)ccc23)n1,Cc1cncc(Nc2ccnc3cc(-c4cnc(N5CCCN(C)CC5)nc4)ccc23)n1,77.0,CHEMBL4373163,,Human,ppb
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccsc12,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccsc12,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,COc1cc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2c1CCC2,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,COc1cc2ccc(C#N)cc2cc1[C@@H](c1cccc(F)c1)[C@@](O)(CCN(C)C)c1cccc2ccoc12,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCCO2,COc1cc2ccc(Br)cc2cc1[C@@H](c1cccc(C)c1)[C@@](O)(CCN(C)C)c1cccc2c1OCCO2,100.0,CHEMBL4221363,,Human,ppb
O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,95.8,CHEMBL4179611,5 uM,Human,ppb
CN1CCN(c2ccc(S(=O)(=O)NCc3ccc(C(=O)Nc4cccnc4)cc3)cc2)CC1,CN1CCN(c2ccc(S(=O)(=O)NCc3ccc(C(=O)Nc4cccnc4)cc3)cc2)CC1,85.2,CHEMBL4343695,,Human Plasma,ppb
Nc1cc(SCc2ccccc2F)c2nn[nH]c2n1,Nc1cc(SCc2ccccc2F)c2nn[nH]c2n1,98.0,CHEMBL4329752,,Human,ppb
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,79.0,CHEMBL4158411,10 uM,Human Plasma,ppb
CC(=O)N1CCN(c2ccc(CN3C[C@H](C)OC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,CC(=O)N1CCN(c2ccc(CN3C[C@H](C)OC[C@H](c4ccccc4)S3(=O)=O)c(F)c2)CC1,89.0,CHEMBL4480199,,Human Plasma,ppb
COc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,COc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,100.0,CHEMBL4221363,,Human,ppb
COc1cc2ccc(C#N)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2c1OCC2,COc1cc2ccc(C#N)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc2c1OCC2,99.43,CHEMBL4221363,,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccc(F)cc34)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccc(F)cc34)C[C@@H]21,99.8,CHEMBL4843276,5 uM,Human,ppb
O=C(NC[C@H]1[C@H]2C[C@@H](Oc3ccnc4ccc(F)cc34)C[C@@H]12)c1ccc(Cl)cc1,O=C(NC[C@H]1[C@H]2C[C@@H](Oc3ccnc4ccc(F)cc34)C[C@@H]12)c1ccc(Cl)cc1,100.0,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4cc(F)ccc34)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4cc(F)ccc34)C[C@@H]21,100.0,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccccc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccccc43)C[C@@H]21,98.0,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4c(F)cccc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4c(F)cccc43)C[C@@H]21,99.0,CHEMBL4843276,5 uM,Human,ppb
CC[C@@H](NC(=O)c1ccc(C#N)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,CC[C@@H](NC(=O)c1ccc(C#N)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,96.6,CHEMBL4843276,5 uM,Human,ppb
CC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,CC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4cc(F)c(F)cc43)C[C@@H]21,99.0,CHEMBL4843276,5 uM,Human,ppb
CCC(c1nc2cc(Cl)ccc2[nH]1)[C@H]1[C@@H]2C[C@@H](c3ccnc4ccc(F)cc34)C[C@@H]21,CCC(c1nc2cc(Cl)ccc2[nH]1)[C@H]1[C@@H]2C[C@@H](c3ccnc4ccc(F)cc34)C[C@@H]21,99.97,CHEMBL4843276,5 uM,Human,ppb
Cc1nc2c(-c3ccc(F)cc3)cnn2c(NCc2ccccn2)c1S(C)(=O)=O,Cc1nc2c(-c3ccc(F)cc3)cnn2c(NCc2ccccn2)c1S(C)(=O)=O,99.7,CHEMBL4828389,,Human,ppb
Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,Cc1cc(C)n(-c2cccc([C@H](CC(=O)O)CN3CC[C@@H](CCc4ccc5c(n4)NCCC5)C3)c2)n1,91.7,CHEMBL4236963,1 ug/ml,Human Blood,ppb
O=C(Cn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,O=C(Cn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,97.2,CHEMBL4179611,5 uM,Human,ppb
COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Cl)cc3)c2=O)c1,COc1cccc(Cc2cc(C)nn(C(C)C(=O)Nc3ccc(Cl)cc3)c2=O)c1,97.4,CHEMBL4352678,,Human Plasma,ppb
COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,95.0,CHEMBL4137309,,Human,ppb
CSc1ncnc2c1c1occc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CSc1ncnc2c1c1occc1n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,84.0,CHEMBL4330288,,Human,ppb
CCn1ncc(-c2nc3c(N4CCC(n5c(=O)[nH]c6ncccc65)CC4)ncnc3n2C)c1C,CCn1ncc(-c2nc3c(N4CCC(n5c(=O)[nH]c6ncccc65)CC4)ncnc3n2C)c1C,79.0,CHEMBL4348862,,Human,ppb
O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1ccc(OC(F)(F)F)cc1,O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1ccc(OC(F)(F)F)cc1,98.0,CHEMBL4384253,5 uM,Human,ppb
O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1ccc(F)cc1,O=c1c2nc([N+](=O)[O-])cn2ccn1Cc1ccc(F)cc1,82.0,CHEMBL4384253,5 uM,Human,ppb
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,68.0,CHEMBL4384253,5 uM,Human,ppb
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,99.2,CHEMBL4416910,10 uM,Human Plasma,ppb
Nc1nc2ccc(OC(F)(F)F)cc2s1,Nc1nc2ccc(OC(F)(F)F)cc2s1,85.0,CHEMBL4614992,,Human,ppb
CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,57.0,CHEMBL4614783,5 uM,Human Plasma,ppb
