smiles,AZ_LogD7.4,SLogD
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cc[n+]([O-])cc2)c1=O)C(=O)C(F)(F)F,1.13,0.873842
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccc[n+]([O-])c2)c1=O)C(=O)C(F)(F)F,1.48,0.755444
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccccn2)c1=O)C(=O)C(F)(F)F,2.15,2.17302
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cccnc2)c1=O)C(=O)C(F)(F)F,2.84,2.23413
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2ccncc2)c1=O)C(=O)C(F)(F)F,2.16,2.20645
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccc(C(=O)O)cc2)c1=O)C(=O)C(F)(F)F,0.84,0.293427
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccccn2)c1=O)C(=O)C(F)(F)F,1.91,2.54862
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,2.41,2.56096
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC=O)c1=O)C(=O)C(F)(F)F,1.84,1.28718
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)C(F)(F)F)c1=O)C(=O)C(F)(F)F,1.01,0.797857
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.57,2.3224
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)c2ccccc2)c1=O)C(=O)C(F)(F)F,2.26,2.53348
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,1.77,1.21621
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(N)(=O)=O)c1=O)C(=O)C(F)(F)F,1.17,0.977064
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCC(F)(F)F)c1=O)C(=O)C(F)(F)F,2.37,1.7424
CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.12,2.62465
CC(C)C(NC(=O)Cn1c(-c2cccnc2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,3.05,2.58091
CC(C)C(NC(=O)Cn1c(-c2cccnc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.15,1.94205
CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(N)c1=O)C(=O)C(F)(F)F,0.68,0.603397
CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(NC(=O)OCC(F)(F)F)c1=O)C(=O)C(F)(F)F,2.32,1.48585
CC(C)C(NC(=O)Cn1c(-c2cccs2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.02,2.39264
CC(C)C(NC(=O)Cn1c(C2CCCCC2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.87,2.70101
CC(C)C1NCCc2c1sc1ccccc21,2.8,2.36973
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,3.6,3.95834
CC(C)CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,1.83,2.88298
CC(C)CC(c1ccncc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,1.64,2.82857
CC(C)CCCC(C)/N=c1/ccn(Cc2ccccc2)c2cc(Cl)ccc12,1.58,2.24813
CC(C)CCOc1ccc(N)cc1,2.67,2.87399
CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,1.9,2.1447
CC(C)CNc1nc(C#N)nc(N2CC(O)C2)c1N,2,1.78785
CC(C)CNc1nc(C#N)nc(N2CCNCC2)c1N,0.7,0.370586
CC(C)CNc1nc(C#N)nc(N2CCOCC2)c1N,2.79,2.21488
CC(C)CNc1nc(C#N)nc(NC2CCS(=O)(=O)C2)c1N,2.3,1.4404
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,3.66,4.73278
CC(C)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.8,3.74014
CC(C)COc1cc(OC(C)C)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.6,0.371808
CC(C)C[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.8,2.19458
CC(C)C[C@@H](CO)Nc1nc(SCc2cccc(C#N)c2)nc2nc(N)sc12,3.9,3.6462
CC(C)C[C@@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,4.2,3.42675
CC(C)C[C@@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,4.2,3.73674
CC(C)C[C@@H](CO)Nc1nc(SCc2ccccc2F)nc2nc(N)sc12,4.5,4.17739
CC(C)C[C@@H](CO)Nc1nc(SCc2ccncc2)nc2nc(N)sc12,2.9,2.72903
CC(C)C[C@@H](CO)Nc1nc(S[C@H](C)c2ccccc2)nc2[nH]c(=O)sc12,4.3,3.73442
CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)NCC#N,0.08,0.0233341
CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,3.4,2.5955
CC(C)C[C@@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,3.24,2.92984
CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,1.11,1.2595
CC(C)Cc1ccc(C(C)C(=O)NS(C)(=O)=O)cc1,0.78,1.34832
CC(C)Cc1ccc([C@H](C)C(=O)NS(C)(=O)=O)cc1,0.51,1.34832
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3,3.03677
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3ccncc3)n(Cc3cccc4ccccc34)nc21,4.3,4.22318
CC(C)Cn1c(=O)n(C)c(=O)c2c(-c3cncn3C)n(Cc3cccc4ccccc34)nc21,4.1,4.12518
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N(C)C)c(Cc3ccccc3C(F)(F)F)sc21,2.9,3.43013
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC(C)(O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.18,2.78592
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,3.53,3.68654
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.46,3.52936
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,3.8,3.87339
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.07,4.26249
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3c[nH]c4ccccc34)sc21,2.35,2.72368
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3c[nH]c4ncccc34)sc21,1.71,2.09157
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3cccc4ncccc34)sc21,1.98,2.32399
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.74,2.5823
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,1.95,2.36895
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.65,2.25348
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Cc3cncc4ccccc34)sc21,1.74,2.39846
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@H](O)C3)c(Oc3cccc4ccccc34)sc21,2.87,2.83233
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21,2.04,1.63169
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,3.15,2.19874
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,2.14,1.86454
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)[C@H](O)C3)c(Cc3ccnc4ccccc34)sc21,1.18,1.43613
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,3.32,2.47516
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,4.42,5.29701
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.21,5.98086
CC(C)Cn1c(=O)n(C)c(=O)c2c(SC3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,4.14,6.42359
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3ccccc3C(F)(F)F)sc21,4.05,3.83006
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,4.36,3.87484
CC(C)Cn1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,4.41,4.00295
CC(C)Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,3.72,3.92619
CC(C)Cn1cnc2c(N)nc3ccccc3c21,2.52,2.80033
CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)NCc1ccccc1F)c1ccccc1)C(C)C,4.2,3.51405
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,-0.54,0.120283
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,2.4,2.23109
CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,2.2,2.32845
CC(C)N(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,2.33,2.44935
CC(C)N(c1nnc(N)s1)C(C)C,1.49,1.79469
CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,2.3,2.81662
CC(C)N1CCC[C@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.62,2.32519
CC(C)N1CCN(C(=O)NCc2ccc(Cl)c(Cl)c2)CC1,2.75,2.36523
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,3.49,2.8588
CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,1.28,1.62391
CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(Cl)c2)CC1,1.68,2.65521
CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(F)c2)CC1,1.6,2.25507
CC(C)N1CCN[C@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2.21,1.68326
CC(C)N1CCN[C@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,1.92,1.39554
CC(C)N1CCO[C@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2.77,3.06687
CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.62,-0.304748
CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,2.78,3.83121
CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,3.57,3.38337
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0.63,0.648022
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0.1,0.0874123
CC(C)NCC(O)COc1cccc2[nH]ccc12,-0.12,-0.00119482
CC(C)NCC(O)COc1nccs1,-0.97,-0.800829
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,1.3,1.24746
CC(C)NC[C@H](O)COc1cccc2ccccc12,1.13,0.949294
CC(C)NNC(=O)c1ccncc1,0.33,0.425188
CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,1.24,-0.279564
CC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,2.04,1.82431
CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,3.9,3.34076
CC(C)OC(=O)N1CCC(Oc2ncnc3c2CCN3c2ccc(S(C)(=O)=O)cc2F)CC1,3.4,2.79428
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,3,2.45017
CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,3.5,6.36791
CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3,3.27923
CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,2.79,2.35964
CC(C)Oc1cc(-n2cnc3cnc(N[C@H](C)c4ncc(F)cn4)nc32)n[nH]1,2.41,1.90531
CC(C)Oc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,2.77,2.58889
CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@H](CO)c2ccc(F)cn2)n[nH]1,2.97,2.71308
CC(C)Oc1cc(OCCCN2CCCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.1,3.31233
CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.68,4.17272
CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,0.81,0.343186
CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.74,0.76645
CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,3.61,3.13928
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,3.33,2.95323
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,4.07,4.10285
CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,1.23,3.37151
CC(C)[C@@H]1C(=O)N[C@@H](CO)Cc2ccccc2N1C,2.03,1.0799
CC(C)[C@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,2.87,4.40556
CC(C)[C@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,2.39,3.03846
CC(C)[C@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.3,1.76236
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,-1.3,-1.14425
CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,2.49,2.31735
CC(C)[C@H](NC(=O)C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,1.91,0.153836
CC(C)[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,3.05,3.0005
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0.2,-0.338238
CC(C)c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,1.15,1.43039
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,2.5,2.9263
CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,2.5,1.999
CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,3.7,4.77404
CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@H]1CCCC[C@@H]1C(=O)NC1(C#N)CC1)CC3,4.1,3.24295
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.1,0.953567
CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,3.44,5.61733
CC(C)c1ccccc1Nc1nc(SCc2cccs2)n[nH]1,4.21,3.87703
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.3,4.20402
CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,3.3,2.78088
CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,3.6,2.53367
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,2.9,2.4358
CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,2.63,1.92306
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,2.44,3.10678
CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,3.1,2.64803
CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,4.02,4.12485
CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.55,1.91221
CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,3.97,3.67694
CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,3.55,3.34278
CC(CC(=O)NCc1ccccc1)C1CCCO1,2.1,2.54621
CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,2.4,1.52456
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.06,1.46968
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,2.95,3.41128
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.67,2.92405
CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C#N)cc2)cc1,3.5,3.7851
CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,2.87,2.96889
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.56,2.0301
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.06,0.176957
CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,2.41,3.43717
CC(N)(COP(=O)(O)O)C(=O)O,2.5,-3.85976
CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.48,0.660895
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.7,2.45139
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,2.4,2.13268
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,1,0.489479
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,2.17,1.74345
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,1.3,0.420429
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1cccnc1,1.2,0.49445
CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1,2.2,2.67438
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12,2.51394
CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,3.53,3.01271
CC(Nc1ncnc2ccccc12)c1ccccc1,3.4,3.35728
CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,3.07,2.74414
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,3.12,3.18158
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,2.78,2.42969
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,2.98,2.80347
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,2.08,1.95397
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccncc2)cc1)C(F)(F)F,2.15,1.89904
CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,3,2.60042
CC(O)(C(=O)c1ccccc1)c1ccccc1,2.92,2.62532
CC(O)C(C)OC(=O)[C@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,2.8,3.22352
CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.25,-0.0294035
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.48,2.80457
CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,2.1,2.22967
CC(c1cc2ccccc2s1)N(O)C(N)=O,2.05,1.89748
CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,4.48,4.42105
CC(c1ccccc1)N1Cc2ccccc2C1=O,3,2.78857
CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.51,1.79972
CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.9,1.47016
CC/C(=C(/c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,3.89,3.49499
CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,2.15,2.24884
CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.73,3.50803
CC1(C)C(=O)Nc2ccccc21,2.3,1.76781
CC1(C)CC(=O)c2c(nc3ccccc3c2N)C1,3,1.89761
CC1(C)CCC(NC(=O)[C@H](N)CCC(=O)O)CC1,-0.27,-1.39694
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,0.64,6.91724
CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,1.29,1.66943
CC1(C)COCc2sc(N3CCN(C(=O)[C@H]4CCCC[C@@H]4C(=O)NC4(C#N)CC4)CC3)nc21,2.4,1.98563
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,3.07,2.4036
CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,0.79,-0.0254752
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.74,2.43261
CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,1.32,0.50871
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,2.46,1.78175
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.8,2.99376
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.84,3.40401
CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,2.2,3.30673
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,1.99,1.89064
CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,2.54,1.93957
CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,1.11,1.60713
CC1(c2ccc(Cl)c(Cl)c2)CC(=O)NC(N)=N1,1.59,2.09205
CC1(c2ccc(Cl)cc2)CCN(C(=O)COCc2ccncc2)CC1,2.79,3.02144
CC1(c2ccccc2)CC(=O)NC(N)=N1,0.62,0.768134
CC1(c2nc(N3CCOCC3)ncc2C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CC1,2,2.31571
CC12CC3CC(C)(C1)CC(N)(C3)C2,0.06,0.851384
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,3.3,3.38787
CC12NC(Cc3ccccc31)c1ccccc12,1.7,3.09142
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,-0.86,-2.35822
CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,2.48,1.27334
CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3CCc3ccc(C)cc3)C2=O)C(=O)c2cc(O)c(O)c(CCc3ccc(C)cc3)c2C1=O,3.36,5.58292
CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3Cc3ccccc3)C2=O)C(=O)c2cc(O)c(O)c(Cc3ccccc3)c2C1=O,2.73,4.50631
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1,-0.01,0.133768
CC1=C2C[C@@H]3[C@@H](CC=C4C[C@H](O)CC[C@]43C)[C@@H]2CC[C@]12O[C@H]1C[C@@H](C)CN[C@@H]1[C@H]2C,2.63,3.16603
CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,1.7,1.76582
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1.05,1.596
