,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
94,CHEMBL270903,CS(=O)(=O)c1ccc(Cn2cc(-c3ccncc3)cn2)cc1,IC50,'=',26000.0,nM,CHEMBL950312,Inhibition of human recombinant CYP3A4 expressed in Saccharomyces cerevisiae by fluorescence assay,A,BAO_0000019,assay format,CHEMBL1144029,Scientific Literature,J Med Chem,2008.0
95,CHEMBL477611,Cc1n[nH]c2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc12,IC50,'=',4800.0,nM,CHEMBL983783,Inhibition of human recombinant CYP2D6,A,BAO_0000357,single protein format,CHEMBL1155848,Scientific Literature,J Med Chem,2008.0
96,CHEMBL476572,Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1Cc1ccccc1,IC50,'=',74000.0,nM,CHEMBL983784,Inhibition of human recombinant CYP3A4 using diethoxyfluorescein substrate,A,BAO_0000357,single protein format,CHEMBL1155848,Scientific Literature,J Med Chem,2008.0
97,CHEMBL450829,COc1cc(OC)c(C(=O)C(C)=O)cc1OC,IC50,'=',74000.0,nM,CHEMBL970953,Inhibition of human liver microsome CYP3A4 in assessed as [14C]formaldehyde formation,A,BAO_0000221,tissue-based format,CHEMBL1158685,Scientific Literature,J Nat Prod,2005.0
98,CHEMBL469917,COc1cc(C[C@@H]2COC(=O)[C@H]2Cc2cc(OC)c(O)c(OC)c2)ccc1O,IC50,'=',1100.0,nM,CHEMBL970953,Inhibition of human liver microsome CYP3A4 in assessed as [14C]formaldehyde formation,A,BAO_0000221,tissue-based format,CHEMBL1158685,Scientific Literature,J Nat Prod,2005.0
99,CHEMBL271039,Cc1nc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1,IC50,'>',100000.0,nM,CHEMBL946016,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1142309,Scientific Literature,Bioorg Med Chem Lett,2008.0
100,CHEMBL401960,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(C(F)(F)F)o1,IC50,'=',3000.0,nM,CHEMBL946016,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1142309,Scientific Literature,Bioorg Med Chem Lett,2008.0
101,CHEMBL253968,O=C(Cn1cc(Nc2nncc3cc(OCCCN4CCC[C@@H]4CO)ccc23)cn1)Nc1cccc(F)c1F,IC50,'>',10000.0,nM,CHEMBL928679,Inhibition of human CYP3A4,A,BAO_0000357,single protein format,CHEMBL1141530,Scientific Literature,Bioorg Med Chem Lett,2008.0
104,CHEMBL515086,Cl.Clc1ccc(CC[C@@]2(Cn3ccnc3)OC[C@@H](CSc3ccc(Br)cc3)O2)cc1,IC50,'>',100000.0,nM,CHEMBL1015214,Inhibition of CYP2E1 in acetone-treated Sprague-Dawley rat liver microsomes assessed as hydroxylation of p-nitrophenol by spectrophotometry,A,BAO_0000251,microsome format,CHEMBL1152815,Scientific Literature,Bioorg Med Chem,2009.0
105,CHEMBL474379,Cl.N#Cc1ccc(OC[C@@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,IC50,'>',100000.0,nM,CHEMBL1015214,Inhibition of CYP2E1 in acetone-treated Sprague-Dawley rat liver microsomes assessed as hydroxylation of p-nitrophenol by spectrophotometry,A,BAO_0000251,microsome format,CHEMBL1152815,Scientific Literature,Bioorg Med Chem,2009.0
106,CHEMBL447959,CSC[C@@H]1CO[C@@](CCc2ccc(Cl)cc2)(Cn2ccnc2)O1.Cl,IC50,'>',100000.0,nM,CHEMBL1015214,Inhibition of CYP2E1 in acetone-treated Sprague-Dawley rat liver microsomes assessed as hydroxylation of p-nitrophenol by spectrophotometry,A,BAO_0000251,microsome format,CHEMBL1152815,Scientific Literature,Bioorg Med Chem,2009.0
107,CHEMBL459969,CCOC1CCc2cc(-c3cccnc3)ccc2C1,IC50,'=',620.0,nM,CHEMBL989843,Inhibition of human recombinant CYP1A2 expressed in baculovirus-infected insect microsomes,A,BAO_0000251,microsome format,CHEMBL1151717,Scientific Literature,J Med Chem,2008.0
108,CHEMBL459970,N#CC1CCc2cc(-c3cccnc3)ccc2C1,IC50,'=',660.0,nM,CHEMBL989843,Inhibition of human recombinant CYP1A2 expressed in baculovirus-infected insect microsomes,A,BAO_0000251,microsome format,CHEMBL1151717,Scientific Literature,J Med Chem,2008.0
110,CHEMBL262086,O=C(NC(Cc1ccccc1)C(=O)O)c1cc2cc(Cl)ccc2[nH]1,IC50,'>',200000.0,nM,CHEMBL934981,Inhibition of human CYP51 expressed in Topp 3 cells by lanosterol demethylase assay,B,BAO_0000219,cell-based format,CHEMBL1143822,Scientific Literature,Drug Metab Dispos,2007.0
111,CHEMBL252615,CC[C@@H]1CCC[C@H](C2(CC(N)=O)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',11500.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
112,CHEMBL473375,Cl.Oc1ccc(OC[C@@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,IC50,'>',100000.0,nM,CHEMBL1015214,Inhibition of CYP2E1 in acetone-treated Sprague-Dawley rat liver microsomes assessed as hydroxylation of p-nitrophenol by spectrophotometry,A,BAO_0000251,microsome format,CHEMBL1152815,Scientific Literature,Bioorg Med Chem,2009.0
113,CHEMBL453311,Cc1cccc(Cl)c1NC(=O)Nc1cc2ccccc2cc1C(=O)N[C@H](C(=O)O)C1CCCCC1,IC50,'=',1000.0,nM,CHEMBL1027313,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1136849,Scientific Literature,Bioorg Med Chem Lett,2009.0
114,CHEMBL252210,CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCC4(CCN4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',5600.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
115,CHEMBL252209,CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCN4CCCC[C@H]4C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',4200.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
116,CHEMBL398772,CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',4700.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
117,CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',2200.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
118,CHEMBL252090,Cc1ccc(-c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)c[n+]1[O-],IC50,'=',26000.0,nM,CHEMBL945013,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1141472,Scientific Literature,Bioorg Med Chem Lett,2008.0
119,CHEMBL251882,CC(C)(c1cc(-c2cccc(-c3ccc(CS(C)(=O)=O)cc3)c2)c2ncccc2c1)S(C)(=O)=O,IC50,'=',1600.0,nM,CHEMBL945013,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1141472,Scientific Literature,Bioorg Med Chem Lett,2008.0
120,CHEMBL252616,CC[C@@H]1CCC[C@H](C2(Cc3nc(C)no3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'>',30000.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
121,CHEMBL253023,CC[C@@H]1CCC[C@H](C2(Cc3noc(CN(C)C(C)(C)CO)n3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',4000.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
122,CHEMBL403999,CC[C@@H]1CCC[C@H](C2(Cc3ncco3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'<',30.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
123,CHEMBL3084575,O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1OC1CCCCC1,IC50,'=',580.0,nM,CHEMBL982615,Inhibition of human CYP2D6 by fluorescence technique in presence of NADP,A,BAO_0000357,single protein format,CHEMBL1144174,Scientific Literature,Bioorg Med Chem,2008.0
124,CHEMBL1095041,CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(N)cc3)cc12,IC50,'=',980.0,nM,CHEMBL1111582,Inhibition of human recombinant CYP1A2,A,BAO_0000357,single protein format,CHEMBL1156291,Scientific Literature,Bioorg Med Chem Lett,2010.0
125,CHEMBL1210614,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,IC50,'>',10000.0,nM,CHEMBL1211622,Inhibition of CYP3A4 using diethoxyfluorescein as substrate,A,BAO_0000357,single protein format,CHEMBL1208692,Scientific Literature,Bioorg Med Chem Lett,2010.0
126,CHEMBL10501,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCCC2,IC50,'=',5000.0,nM,CHEMBL664804,Inhibitory activity against CYP450 3A4 isozyme,A,BAO_0000357,single protein format,CHEMBL1136645,Scientific Literature,Bioorg Med Chem Lett,2003.0
127,CHEMBL10759,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c(C)c1C,IC50,'=',22000.0,nM,CHEMBL664804,Inhibitory activity against CYP450 3A4 isozyme,A,BAO_0000357,single protein format,CHEMBL1136645,Scientific Literature,Bioorg Med Chem Lett,2003.0
128,CHEMBL260259,COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,IC50,'>',29000.0,nM,CHEMBL932538,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1144811,Scientific Literature,Bioorg Med Chem Lett,2008.0
129,CHEMBL516125,O=C(CNC(=O)c1ccc(F)cc1)NC(c1ccccc1)c1cccnn1,IC50,'>',50000.0,nM,CHEMBL995045,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1144246,Scientific Literature,Bioorg Med Chem Lett,2008.0
130,CHEMBL1778388,CN(C(=O)C1(c2ccc(F)cc2)CCCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,IC50,'=',37000.0,nM,CHEMBL1780282,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1777736,Scientific Literature,Bioorg Med Chem Lett,2011.0
131,CHEMBL514681,O=C(CCc1ccccc1)NCC(=O)NC(c1ccccc1)c1ccc(Cl)cc1,IC50,'>',50000.0,nM,CHEMBL995047,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1144246,Scientific Literature,Bioorg Med Chem Lett,2008.0
132,CHEMBL1214450,Cc1cccnc1-c1ccc2c(c1)CC(NS(=O)(=O)C(C)C)C2,IC50,'>',10000.0,nM,CHEMBL1217499,Inhibition of human CYP3A4 after 10 mins,A,BAO_0000357,single protein format,CHEMBL1212831,Scientific Literature,J Med Chem,2010.0
133,CHEMBL1214399,CC(C)S(=O)(=O)N[C@H]1Cc2ccc(-c3ccc(F)nc3)cc2C1,IC50,'>',10000.0,nM,CHEMBL1217499,Inhibition of human CYP3A4 after 10 mins,A,BAO_0000357,single protein format,CHEMBL1212831,Scientific Literature,J Med Chem,2010.0
134,CHEMBL1214395,CC(C)S(=O)(=O)NC1Cc2ccc(-c3cncc(C#N)c3)cc2C1,IC50,'>',10000.0,nM,CHEMBL1217499,Inhibition of human CYP3A4 after 10 mins,A,BAO_0000357,single protein format,CHEMBL1212831,Scientific Literature,J Med Chem,2010.0
135,CHEMBL512126,COCCN1CCC(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5ccc(OC)c(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,IC50,'=',7700.0,nM,CHEMBL971609,Inhibition of human recombinant CYP3A4 in human liver microsomes using BFC as a substrate,A,BAO_0000251,microsome format,CHEMBL1140084,Scientific Literature,J Med Chem,2008.0
136,CHEMBL158635,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,IC50,'=',124.0,nM,CHEMBL971586,Inhibition of human adrenal corticoid CYP11B2 expressed in chinese hamster V79 MZh cells,B,BAO_0000219,cell-based format,CHEMBL1140083,Scientific Literature,J Med Chem,2008.0
137,CHEMBL401930,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IC50,'=',50.0,nM,CHEMBL971609,Inhibition of human recombinant CYP3A4 in human liver microsomes using BFC as a substrate,A,BAO_0000251,microsome format,CHEMBL1140084,Scientific Literature,J Med Chem,2008.0
138,CHEMBL1270835,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CCCCF)c2)N=C1N,IC50,'=',900.0,nM,CHEMBL1273985,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1268920,Scientific Literature,Bioorg Med Chem Lett,2010.0
139,CHEMBL1784173,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)C)cn1,IC50,'=',31622.78,nM,CHEMBL1787756,Inhibition of human CYP2C9 expressed in Escherichia coli by fluorimetric assay,A,BAO_0000019,assay format,CHEMBL1781916,Scientific Literature,J Med Chem,2009.0
140,CHEMBL1784175,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)N[C@@H](C)C(C)C)cn1,IC50,'=',39810.72,nM,CHEMBL1787756,Inhibition of human CYP2C9 expressed in Escherichia coli by fluorimetric assay,A,BAO_0000019,assay format,CHEMBL1781916,Scientific Literature,J Med Chem,2009.0
142,CHEMBL1271608,O=C(Nc1ccc(-n2nc(-c3cccnc3)cc2C(F)(F)F)cn1)c1ccccc1,IC50,'>',30.0,nM,CHEMBL1273201,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1268990,Scientific Literature,Bioorg Med Chem Lett,2010.0
143,CHEMBL241969,CSc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,IC50,'>',40000.0,nM,CHEMBL899614,Inhibition of recombinant CYP2C9 by fluorescence inhibition assay,A,BAO_0000357,single protein format,CHEMBL1137572,Scientific Literature,J Med Chem,2007.0
144,CHEMBL1271320,NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4ccc(C(F)(F)F)cn4)C1)C(C3)C2,IC50,'=',4100.0,nM,CHEMBL1273488,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1268897,Scientific Literature,Bioorg Med Chem Lett,2010.0
145,CHEMBL1269176,OC1C2CC3CC(C2)CC1C3,IC50,'>',30000.0,nM,CHEMBL1273489,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1268897,Scientific Literature,Bioorg Med Chem Lett,2010.0
146,CHEMBL1094851,COc1ccc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)cc1,IC50,'=',3300.0,nM,CHEMBL1110016,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1157885,Scientific Literature,Bioorg Med Chem Lett,2010.0
147,CHEMBL1224490,CC(C)CC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,IC50,'=',1300.0,nM,CHEMBL1225488,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1221322,Scientific Literature,Bioorg Med Chem Lett,2010.0
148,CHEMBL411062,CN(C)C[C@H]1C[C@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,IC50,'=',15000.0,nM,CHEMBL921270,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1143953,Scientific Literature,Bioorg Med Chem,2008.0
149,CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,IC50,'=',15.0,nM,CHEMBL1656352,Inhibition of human CYP11B1 expressed in hamster V79MZ cells using 11-deoxycorticosterone substrate,B,BAO_0000219,cell-based format,CHEMBL1649094,Scientific Literature,ACS Med Chem Lett,2011.0
150,CHEMBL1651506,c1ccc2c(c1)ncn2CC12CC3CC(CC(C3)C1)C2,IC50,'=',75.0,nM,CHEMBL1656352,Inhibition of human CYP11B1 expressed in hamster V79MZ cells using 11-deoxycorticosterone substrate,B,BAO_0000219,cell-based format,CHEMBL1649094,Scientific Literature,ACS Med Chem Lett,2011.0
151,CHEMBL237248,O=C(CCc1nc(-c2ccc(O)cn2)no1)Nc1ccccc1C(=O)O,IC50,'=',42000.0,nM,CHEMBL900201,Inhibition of CYP2C9 in human liver microsomes,A,BAO_0000251,microsome format,CHEMBL1138322,Scientific Literature,J Med Chem,2007.0
152,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',312.0,nM,CHEMBL917755,Inhibition of human CYP24 hydroxylase expressed in V79 cells,B,BAO_0000219,cell-based format,CHEMBL1149309,Scientific Literature,J Med Chem,2004.0
153,CHEMBL1082684,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(Oc2ncccn2)CC1,IC50,'=',10200.0,nM,CHEMBL1119169,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1155546,Scientific Literature,Bioorg Med Chem Lett,2010.0
155,CHEMBL1090175,COc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1cnccn1,IC50,'=',12000.0,nM,CHEMBL1115185,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1156971,Scientific Literature,Bioorg Med Chem Lett,2010.0
157,CHEMBL934,CC(C)(C(=O)c1cccnc1)c1cccnc1,IC50,'>',10000.0,nM,CHEMBL1219277,Inhibition of human CYP17 expressed in Escherichia coli,B,BAO_0000019,assay format,CHEMBL1212925,Scientific Literature,J Med Chem,2010.0
158,CHEMBL1173327,Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1N,IC50,'=',367.0,nM,CHEMBL1219273,Inhibition of human CYP11B2 expressed in hamster fibroblast,B,BAO_0000019,assay format,CHEMBL1212925,Scientific Literature,J Med Chem,2010.0
159,CHEMBL1214739,Oc1ccc2cc(-c3ccc(Cc4ccncc4)cc3)ccc2c1,IC50,'=',627.0,nM,CHEMBL1219276,Inhibition of human CYP11B1 expressed in hamster fibroblast,B,BAO_0000019,assay format,CHEMBL1212925,Scientific Literature,J Med Chem,2010.0
163,CHEMBL225550,N#Cc1ccc(C(F)(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,'=',61.66,nM,CHEMBL915480,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,CHEMBL1139479,Scientific Literature,J Med Chem,2005.0
164,CHEMBL1258034,Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1,IC50,'>',6000.0,nM,CHEMBL1261451,Inhibition of human CYP1A2,A,BAO_0000357,single protein format,CHEMBL1255216,Scientific Literature,J Med Chem,2010.0
165,CHEMBL1094510,CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,IC50,'>',5000.0,nM,CHEMBL1110016,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1157885,Scientific Literature,Bioorg Med Chem Lett,2010.0
170,CHEMBL267690,COc1cncc(-c2ccc(CN3CCC4(CC3)C(=O)N(c3cccc(OC)c3)C(=O)N4Cc3ccccc3F)cc2)c1,IC50,'=',2000.0,nM,CHEMBL886493,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1144637,Scientific Literature,Bioorg Med Chem Lett,2007.0
171,CHEMBL1086754,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C,IC50,'>',20000.0,nM,CHEMBL1101351,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL1154983,Scientific Literature,Bioorg Med Chem Lett,2010.0
172,CHEMBL1086657,CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(=O)NC1=C(C(=O)O)CCCC1,IC50,'=',39000.0,nM,CHEMBL1100505,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1155429,Scientific Literature,J Med Chem,2010.0
173,CHEMBL376487,O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)c1cscn1)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,IC50,'=',2400.0,nM,CHEMBL1100117,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL1155433,Scientific Literature,Bioorg Med Chem Lett,2010.0
174,CHEMBL1170725,Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,IC50,'=',1348.96,nM,CHEMBL1174522,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1177762,Scientific Literature,Bioorg Med Chem Lett,2010.0
175,CHEMBL1170725,Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,IC50,'=',22387.21,nM,CHEMBL1174521,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL1177762,Scientific Literature,Bioorg Med Chem Lett,2010.0
177,CHEMBL1076624,COc1ccc(C[C@H](C)CN2C[C@@H]3CCCC[C@@H]3[C@H](C(=O)N3CCN(c4ccc(F)c(F)c4)CC3)C2)cn1.O=C(O)/C=C/C(=O)O,IC50,'=',6500.0,nM,CHEMBL1102034,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154945,Scientific Literature,Bioorg Med Chem Lett,2010.0
178,CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'>',50000.0,nM,CHEMBL1177587,Inhibition of CYP19 in human placental microsomes,B,BAO_0000251,microsome format,CHEMBL1177736,Scientific Literature,J Med Chem,2010.0
179,CHEMBL1173260,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,IC50,'=',896.0,nM,CHEMBL1177588,Inhibition of CYP3A4 expressed in baculovirus infected insect microsomes,B,BAO_0000251,microsome format,CHEMBL1177736,Scientific Literature,J Med Chem,2010.0
181,CHEMBL567911,Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,IC50,'=',4700.0,nM,CHEMBL1048898,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1156052,Scientific Literature,J Med Chem,2009.0
182,CHEMBL1649682,O=C1CCCN1Cc1c(F)cc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1F,IC50,'>',10000.0,nM,CHEMBL1656982,Inhibition of human CYP2C19 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1649062,Scientific Literature,J Med Chem,2011.0
183,CHEMBL1649656,O=C(c1ccc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1)N1CCCC1,IC50,'>',10000.0,nM,CHEMBL1656982,Inhibition of human CYP2C19 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1649062,Scientific Literature,J Med Chem,2011.0
184,CHEMBL1649675,CC(=O)Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,IC50,'<=',1000.0,nM,CHEMBL1656983,Inhibition of human CYP2C9 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1649062,Scientific Literature,J Med Chem,2011.0
186,CHEMBL1649681,O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCOC3)cc1,IC50,'>',8000.0,nM,CHEMBL1656985,Inhibition of human CYP3A4 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1649062,Scientific Literature,J Med Chem,2011.0
187,CHEMBL1649670,O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,IC50,'=',5000.0,nM,CHEMBL1656983,Inhibition of human CYP2C9 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1649062,Scientific Literature,J Med Chem,2011.0
188,CHEMBL605209,CC(C)OC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,IC50,'>',8000.0,nM,CHEMBL1068899,Inhibition of human CYP3A4 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
189,CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,IC50,'>',9000.0,nM,CHEMBL1068899,Inhibition of human CYP3A4 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
190,CHEMBL590472,Clc1ccc([C@@]2(COC3CCC3)[C@@H]3CNC[C@@H]32)cc1Cl,IC50,'>',10000.0,nM,CHEMBL1068897,Inhibition of human CYP2C19 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
191,CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,IC50,'>',9000.0,nM,CHEMBL1068897,Inhibition of human CYP2C19 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
192,CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,IC50,'>',9000.0,nM,CHEMBL1068896,Inhibition of human CYP2C9 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
193,CHEMBL2021577,CCOC[C@H]1[C@@H]2CNC[C@@]21C,IC50,'>',9000.0,nM,CHEMBL1068895,Inhibition of human CYP1A2 by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1157620,Scientific Literature,J Med Chem,2010.0
194,CHEMBL31215,N#Cc1ccc([C@@H]2CCCc3cncn32)cc1,IC50,'=',40.0,nM,CHEMBL1072073,Inhibition of human CYP11B1 expressed in chinese hamster V79 cells,B,BAO_0000219,cell-based format,CHEMBL1156929,Scientific Literature,J Med Chem,2010.0
